Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Relatório de Consulta de Valor Total de Estoque,,,,,,,,,
,,,,,,,,,
25/06/2025 14:34:10,,,,,,,,,
Filtros:,,,,,,,,,
Tipo de estoque: Comercial,,,,,,,,,
Rede: LOJA PRINCIPAL,,,,,,,,,
Loja: LJ-03  SANTA CRUZ,,,,,,,,,
Data: 31/05/2025,,,,,,,,,
Setor de Compra: Todos,,,,,,,,,
Tipo de estoque: Venda,,,,,,,,,
Departamento: Todos,,,,,,,,,
Seção: Todos,,,,,,,,,
Grupo: Todos,,,,,,,,,
Subgrupo: Todos,,,,,,,,,
Agrupar por: Produto,,,,,,,,,
Ordem: Ascendente,,,,,,,,,
Status do Produto: Todos,,,,,,,,,
Tipo de Produto: Venda Insumo Embalagem Consumo Subproduto Produto Acabado ,,,,,,,,,
Venda Externa: Todos,,,,,,,,,
Despreza os produtos sem estoque: Sim,,,,,,,,,
Aplicar movimentos extemporâneos: Não,,,,,,,,,
,,,,,,,,,
Produto,Código Interno,GTIN/PLU,Fornecedor,NCM,Quantidade de Estoque,Custo Bruto (R$),Custo Líquido (R$),Custo Total Bruto (R$),Custo Total Líquido (R$)
BISC DE ARROZ CAMIL INTEGRAL POUCH 150G CHIA E LINHACA,168477,7896006716471,CAMIL ALIMENTOS S/A - MERCEARIA,1904.10.00,18,6.007402,5.551377,108.133236,99.924786
SH DOVE MEN CARE 200ML LIMPEZA REFR,169193,7891150021686,E-UB COMERCIO (PERFUMARIA),3305.10.00,4,15.16,15.16,60.64,60.64
PASTA SOJA BEM ME QUER 180G BERINJELA,169916,7898937868434,KER FRIOS COM,1517.90.90,17,9.5,8.62125,161.5,146.56125
MOLHO MARUITI 200ML GUIOZA,170006,7896223203136,INDUSTRIA DE MOLHOS MARUITI LTDA,2103.90.91,23,7.200927,6.646169,165.621321,152.861887
BOLO UNIPAO 300G PAO LO,170486,7898934995119,UNIPAO,1905.20.90,1,20.4625,18.7987,20.4625,18.7987
MIST BOLO LINEA ZERO ACUCAR CX 300G CHOCOLATE,171030,7896001272446,GRANADO DISTRIBUIDOR,1901.90.90,3,8,6.388756,24,19.166268
PAO SEVEN BOYS FORMA 450G LEITE,171041,7891193010081,WICKBOLD - SEVEN BOYS,1905.90.10,16,6.442499,5.866224,103.079984,93.859584
PAO SEVEN BOYS FORMA 450G INTEGRAL,171057,7891193010302,WICKBOLD - SEVEN BOYS,1905.90.10,50,7.279727,6.628527,363.98635,331.42635
FAROFA DE MANDIOCA DALENA 400G TRADICIONAL,171114,7898616880016,FAROFA DALENA,1901.90.90,202,7.8,6.229038,1575.6,1258.265676
PAO SUECO FLORIO INTEGRAL 180G MULTIGRAOS,172072,7896207802416,JH DISTRIBUIDORA,1905.20.90,10,7.81802,7.094853,78.1802,70.94853
ROLINHO PRIMAVERA LONG WAY 225G LEGUMES,173479,7898015780740,LONG WAY INDUSTRIA ,1902.20.00,13,13.0875,13.0875,170.1375,170.1375
DOF MINEIRAO CHIPA Kg,173505,40005,MINEIRAO - DO FORNO,1901.20.90,7.046,23.495,18.762979,165.54577,132.203950034
BISC CLUB SOCIAL 144G ORIGINAL,173502,7622300990701,SDB COMERCIO (DIPALMA NOVO),1905.90.20,87,4.69,4.256175,408.03,370.287225
LASANHA SADIA 600G PEITO PERU DEFUMADO,174320,7891515476212,BRF SADIA | PAS FRIOS,1902.20.00,10,13.354822,13.354822,133.54822,133.54822
ESFIHA DOZZA FECHADA 400G ESPINAFRE,174452,7898959869051,DOZZA COMERCIO,1905.90.90,3,19.661556,18.093989,58.984668,54.281967
CERV EISENBAHN 355ML PILSEN,176404,7898367980010,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,2203.00.00,38,4.21,4.21,159.98,159.98
FRANGO PASSARINHO SADIA 1Kg TEMPERADO,34375,7893000488601,BRF SADIA - ACOUGUE,0207.25.00,7,13.763333,13.763333,96.343331,96.343331
COXINHA ASA FRANGO CONG SADIA 1Kg,176664,7893000488878,BRF SADIA - ACOUGUE,0207.13.00,24,13.019201,13.019201,312.460824,312.460824
PETISCO PEDIGREE DENTASTIX RACAS MED 75G C/3UN,177586,7896029052341,INFOCO-RACAO,2309.10.00,3,7.773889,5.784939,23.321667,17.354817
ACHOC PO NATIVE ORG 400G POUNCH,177844,7898206502373,NATIVE - MERCEARIA,1806.90.00,11,14.66,13.30395,161.26,146.34345
QJ PRATO TIROLEZ 150G FAT LIGHT,178152,7896030520211,LATICINIOS TIROLEZ  - BALCAO / PAS,0406.90.20,17,7.474,6.577075,127.058,111.810275
BISC PASSATEMPO RECH 130G CHOCOLATE,180644,7891000241356,NESTLE MERCEARIA,1905.31.00,49,2.52043,2.322769,123.50107,113.815681
CR DENTAL CLOSE UP LIQUIFRESH 100G ICE,10849,7891037744509,E-UB COMERCIO (PERFUMARIA),3306.10.00,4,5.5,5.5,22,22
PIZZA SADIA 460G QUATRO QUEIJOS,340,7893000632233,BRF SADIA | PAS FRIOS,1905.90.90,17,14.624164,13.458278,248.610788,228.790726
VINHO PORTUGUES DOM RAFAEL 750ML TINTO,184134,5609655122188,ADEGA ALENTEJANA,2204.21.00,2,119.801667,81.492513,239.603334,162.985026
TORRADAS OKOSHI ARROZ INTEGRAL 75G,184754,7896639800653,MH REPRESENTACAO (ARIGATO),1904.10.00,10,6.25,5.671875,62.5,56.71875
FN MACA GRANNYSMITH kg,796,1049,BENASSI (CEASA) - ATUAL,0808.10.00,107.665,11.199151,11.199151,1205.756592415,1205.756592415
GOIABADA RALSTON BARRA 400G CASCAO,185443,7898904189036,RALSTON,2007.99.90,1,6.855127,6.294648,6.855127,6.294648
QJ MUSSARELA LIRA FAT KG,185924,7414,LATICINIOS ATALAT,0406.10.10,138.82,29.054788,25.568213,4033.38567016,3549.37932866
ARROZ YANAGI 5KG GRAO CURTO,186704,7896924255052,KROLOW,1006.30.21,16,44.666667,39.306667,714.666672,628.906672
MAC INST NONG SHIM UDON CUP 62G TEMPURA,189004,8801043029353,OKF,1902.30.00,37,6.65,6.65,246.05,246.05
SAB DOVE GO FRESH CX 90G REVIGORIZANTE,191293,7891150043923,E-UB COMERCIO (PERFUMARIA),3401.11.90,4,4.36,4.36,17.44,17.44
BISC MAE TERRA TRIBOS ORGANICO INTEGRAL 130G COCO,192431,7896496917716,SPRINT - MAE TERRA,1905.90.20,11,7.589818,6.88776,83.487998,75.76536
PAO VISCONTI FORMA 400G INTEGRAL,192888,7891962051345,KOZZY LTDA - MERCEARIA,1905.90.10,3,5.265041,4.778025,15.795123,14.334075
PAO PANCO EGG SPONGE 250G,1298,7891203010568,LUA NOVA (PANCO),1905.90.90,55,9.755373,8.881248,536.545515,488.46864
CREME DE LEITE NESTLE 200G TP,10045,7891000126905,NESTLE MERCEARIA,0401.50.21,131,3.988758,3.658779,522.527298,479.300049
FITA DENTAL COLGATE TOTAL 25M,197144,7891024183182,DISPLOKI LTDA - PERFUMARIA/LIMP,3306.20.00,3,18.347496,18.347496,55.042488,55.042488
FONDUE DE QUEIJO TIROLEZ 400G,7447,7896030518249,LATICINIOS TIROLEZ  - BALCAO / PAS,0406.30.00,23,23.0275,18.389636,529.6325,422.961628
CR DENTAL COLGATE 70G LUMINOUS WHITE BRILLIANT WHITE,200505,7891024030820,DISPLOKI LTDA - PERFUMARIA/LIMP,3306.10.00,30,8.74899,8.74899,262.4697,262.4697
GELATINA DR OETKER 20G MORANGO,201108,7891048050668,EBD - DR OETKER ,2106.90.29,151,1.283061,1.024649,193.742211,154.721999
SPEKULAAS WAFEL MOINHO WAFERS 135G HOLANDES,202364,7898945660136,LOURENCO DIST (NATURAIS),1905.32.00,7,10.986944,9.970652,76.908608,69.794564
BEBIDA LACTEA NESTLE SHAKE 270ML NESCAU,201884,7891000101926,NESTLE MERCEARIA,2202.99.00,23,5.724107,5.724107,131.654461,131.654461
IOG LACFREE LIQ 170G NATURAL,204909,7898205924497,VERDE CAMPO - BALCAO / PAS,0403.90.00,9,3.4175,3.4175,30.7575,30.7575
SAC INSUMO MAMAO KG,5109,100988,CEASA (FEIRA LIMPA),0807.20.00,141.656,5.21257,5.21257,738.39181592,738.39181592
GRANOLA GRANOLEVIS 400G TRADICIONAL,43965,7898335130010,LIFENATURIS PRODUTOS,1904.20.00,11,8.03,6.412758,88.33,70.540338
QJ PARMESAO FAIXA AZUL Kg MEIA FORMA,95439,2291,VIGOR ALIMENTOS S.A. - QUEIJOS/VIGOR/DAN,0406.90.10,4.26,138.72,113.7504,590.9472,484.576704
ACUCAR UNIAO 1KG REFINADO,8563,7891910000197,CAMIL UNIAO,1701.99.00,1662,3.963609,3.963609,6587.518158,6587.518158
COBERTURA INGREDIENT 240G CARAMELO,62205,7896396800149,INGREDIENT IND,2106.90.90,16,10.183333,8.132355,162.933328,130.11768
ISOTON POWERADE 500ML LARANJA,70776,7894900503005,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,2202.99.00,162,3.20693,3.20693,519.52266,519.52266
PAO ORIENTAL NIKUMAN LONG WAY 400G CARNE BOVINA,208289,7898015780078,LONG WAY INDUSTRIA ,1905.90.90,10,12.401,11.314125,124.01,113.14125
PAO ORIENTAL NIKUMAN LONG WAY 400G CARNE SUINA,208287,7898015780115,LONG WAY INDUSTRIA ,1905.90.90,11,12.401,11.314125,136.411,124.455375
ESPUMANTE ESPANHOL FREIXENET CAVA CORDON NEGRO 200ML BRUT,208608,8410036009298,FREIXENET BRASIL LTD,2204.10.90,3,21.296017,14.761967,63.888051,44.285901
CALDO MAGGI 57G  GALINHA.,209888,7891000250174,NESTLE MERCEARIA,2104.10.11,48,1.705654,1.362122,81.871392,65.381856
DETERGENTE LIQ YPE 500ML CAPIM LIMAO,210644,7896098902042,YPE QUIMICA AMPARO LTDA,3402.50.00,1,2.33937,2.122978,2.33937,2.122978
CAFE PILAO CAPSULA 52G EXTRAFORTE INT 12,216066,7896089088427,DISPLOKI LTDA - MERCEARIA,0901.21.00,3,14.795333,14.795333,44.385999,44.385999
CHOC M&MS 45G,215524,7896423470697,CRK - MERCEARIA,1806.90.00,137,3.676173,3.336127,503.635701,457.049399
LING CERATTI 300G TIPO PORTUGUESA,213305,7898290433829,CLEAN FIELD (CERATTI) - BAL/PAS,1601.00.00,15,11.97,10.862775,179.55,162.941625
VINHO MONTES ALPHA 750ML SYRAH,215805,7899413377716,MISTRAL,2204.21.00,4,112.009445,101.648571,448.03778,406.594284
VINHO CHILENO MONTES ALPHA 750ML CHARDONNAY,215806,715126000123,MISTRAL,2204.21.00,8,117.859748,90.153022,942.877984,721.224176
CEREAL KELLOGGS MUSLI 270G MACA E PASSAS,212645,7896004005430,DISPLOKI LTDA - MERCEARIA,1904.20.00,17,16.414167,13.108353,279.040839,222.842001
CREME AVELA BON CREME 350g,211824,8008245003260,HORTA VITAE - MERCEARIA,1806.90.00,16,18.76373,17.363941,300.21968,277.823056
VINHO MONTES RESERVA  750ML CHARDONNAY,215824,715126011228,MISTRAL,2204.21.00,1,43.526571,30.473715,43.526571,30.473715
SAC PIMENTAO REI 150G AMARELO,214364,7896806502588,DA FEIRA DSCD - LEGUMES,0709.60.00,49,4.35,4.35,213.15,213.15
TORTA DOM 550g PRESUNTO E QUEIJO,218000,70341982297,DOM MASSAS E ALIMENT,1902.20.00,1,28.332,28.332,28.332,28.332
ABS ALWAYS NOITES TRANQUILAS LV8UN PG7UN C/A,212148,7506339394535,LIDERANCA DE ARTIGOS -LINHA INDEF,9619.00.00,12,8.54,7.75005,102.48,93.0006
COND PANTENE 400ML HIDRATACAO,213856,7501007413105,PAULISTANA P&G,3305.90.00,1,26.59,26.59,26.59,26.59
DES AEROSOL NIVEA BLACK & WHITE 89G INVISIBLE FRESH,219305,4005900429643,ROGE - BETH (USAR),3307.20.10,1,9.98,9.98,9.98,9.98
PIPOCA ARTESANAL MAIS PURA 100G CARAMELO E FLOR DE SAL,225451,7908066400365,PACTUALL - SCHAR,1904.10.00,19,8.89,8.067675,168.91,153.285825
ACUCAR MASCAVO UNIAO 1KG,226407,7891910030293,CAMIL UNIAO,1701.13.00,21,16.220075,14.958409,340.621575,314.126589
IOG ATILATTE CP 170G DESNATADO NATURAL,220664,7897277703030,LATICINIO ATILATTE L,0403.90.00,34,3.7925,3.7925,128.945,128.945
SUCO CAMPO LARGO 200ML UVA INTEGRAL,227204,7896931613678,GRANADO - LIQUIDA,2009.69.00,3,3.639999,3.303299,10.919997,9.909897
SUCO CAMPO LARGO 900ML MACA INTEGRAL,227284,7896931614194,GRANADO - LIQUIDA,2009.71.00,19,10.97,9.955275,208.43,189.150225
IOG NESTON GF 850G BANANA/MACA,218428,7891000260623,QUALY REFRIGERADOS (NESTLE IOGURTE),0403.90.00,10,12.775,12.775,127.75,127.75
PAO PULLMAN ARTESANO 500G INTEGRAL,226985,7896002303460,BIMBO DO BRASIL LTDA (MATRIZ),1905.90.10,16,11.472536,10.446275,183.560576,167.1404
SORVETE SMOTI 110ML LIMAO,223240,7898639430069,HANAMI SOBREM (SMOTI SORVETES),2105.00.10,4,7.3194,6.71815,29.2776,26.8726
SUPERCONGELADOS DM PC 300G FRUTAS VERMELHAS,224748,7896519259892,DE MARCHI,0811.20.00,7,15,15,105,105
SALSICHA SOJA VEGE MAIS CX 320G,223007,7898936332646,VEGE MAIS,2106.90.90,5,17.53,15.579344,87.65,77.89672
SUCO CAMPO LARGO 900ML UVA INTEGRAL,227265,7896931614132,GRANADO - LIQUIDA,2009.69.00,12,10.97,9.955275,131.64,119.4633
AZEITE LA PASTINA 250ML C/ TRUFA BRANCA,227486,7896196064581,REAL - LA PASTINA,2103.90.21,1,71.248333,65.759383,71.248333,65.759383
GIRASSOL UNID,219385,1558,HOLAMBRA - COMPRA,0603.19.00,6,5,4.5375,30,27.225
SUCO VEGETAL ADES 1L AMENDOAS,226066,7894900083002,DIPALMA COM DISTR E LOG PROD.ALIM LTDA,2202.99.00,22,11.6,11.6,255.2,255.2
SUSPIRO CASEIRO MINI MINNAS 80G,233446,7898520571208,NUTRIMINAS COMERCIO,1905.90.90,44,5.899781,5.354051,259.590364,235.578244
MILHO KNORR LT 170G CONSERVA,228104,7891150058903,E-UB COMERCIO (ALIMENTOS),2005.80.00,191,3.49,3.167175,666.59,604.930425
CESTA M,232024,22885,NK LTDA (FLORES),4819.20.00,110,3.876312,2.85177,426.39432,313.6947
REFRIG SPRITE LT 350ML,232464,7894900681017,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,2202.10.00,55,2.97,2.97,163.35,163.35
VINHO PORTUGUES QUINTA DE CHOCAPALHA 750ML TINTO,233735,5607951320161,ADEGA ALENTEJANA,2204.21.00,2,84.941667,57.779563,169.883334,115.559126
VINHO PORTUGUES TORRE DE ESTREMOZ 750ML TINTO,233766,5600360391371,ADEGA ALENTEJANA,2204.21.00,1,43.361667,29.495713,43.361667,29.495713
ABS ADAPT PLUS C/32 SUAVE ABA  LV+ PG-,234184,7891010704780,QUANTUM LTDA PERFUMARIA,9619.00.00,1,20.18,18.31335,20.18,18.31335
SUSPIRO MINNAS 90G COLONIAL,230358,7898520575558,NUTRIMINAS COMERCIO,1905.90.90,47,5.289406,4.800136,248.602082,225.606392
VINHO FAUSTO CABERNET 187ML SAUVIGNON,230866,7898266930468,VINICOLA PIZZATO LTD,2204.21.00,11,13.817532,11.197758,151.992852,123.175338
SAC BERINJELA P/CONSERVA kg,233870,8497,DA FEIRA DSCD - LEGUMES,0709.30.00,0.2,16.3,16.3,3.26,3.26
ODOR GLADE AEROSSOL OFERTA ESPECIAL 360ML LEMBRANCAS DE INFANCA,235212,7894650014448,OXAN ATACADISTA LTDA - LIMPEZA,3307.49.00,1,11.48,10.102331,11.48,10.102331
VINHO ESPANHOL PRUNO 750ML TINTO,233797,8437005373099,ADEGA ALENTEJANA,2204.21.00,14,108.015,99.692852,1512.21,1395.699928
SAPOLIO RADIUM CREMOSO 250ML CLORO,234304,7891022861075,DIPALMA COM DISTR E LOG PROD.ALIM LTDA,3405.40.00,8,8.988137,6.688522,71.905096,53.508176
OVOS SANTA CLARA GRANDE BRANCO C/20UN,234484,7898657270012,AGRO COMERCIAL SANTA CLARA- OVOS,0407.21.00,86,12.873279,12.873279,1107.101994,1107.101994
COGUMELO AOKI 200G ERYNGUE,239304,7897585190201,DA FEIRA DSCD - LEGUMES,0709.51.00,16,13.053889,13.053889,208.862224,208.862224
CHA LEAO ICE TEA PET 450ML LIMAO,241488,7891098040848,SPAL IND BRAS S/A - TABELA 5+,2202.10.00,10,3.23,3.23,32.3,32.3
SOUSPLAT DE PLASTICO DOURADO,240424,38709,DISTR - NOVA PRESTO,3924.10.00,72,7.305278,6.707728,525.980016,482.956416
QJ MOZZARELLA ATILATTE CEREJA 250G POTE,242447,7897277704105,LATICINIO ATILATTE L,0406.10.10,20,18.65,16.411888,373,328.23776
ANTHURIUM PT 12,237004,7890291316798,HOLAMBRA - COMPRA,0601.20.00,2,7.5,6.80625,15,13.6125
SAC SUCO 300ML ABACAXI C/ HORTELA,243166,8915,DA SANTA,2009.89.90,2,7.893344,7.893344,15.786688,15.786688
SAC TOMATE TP GRAPE kg,238586,8764,JOAO SATORU TAKAHASH,0702.00.00,105.604,11,11,1161.644,1161.644
AMAC VINAGREEN 500ML ALGODAO,240564,7896017202031,CIA NACIONAL DE ALCOOL,3809.91.90,54,8.239667,7.531348,444.942018,406.692792
PIPOCA YOKI P/MICRO POPCORN 50G MANTEIGA,241506,7891095029723,YOKI DISTRIBUIDORA (USAR),2008.19.00,104,1.550241,1.406843,161.225064,146.311672
BISC LOWCUCAR 115g MAISENA ZERO,241904,7896292002784,LOURENCO DIST (NATURAIS),1905.31.00,20,7.856875,7.130114,157.1375,142.60228
MACADAMIA TORRADA S/SAL KG,240144,8840,ALIBEC LTDA - GRANEL,0802.62.00,0.902,105,92.39937,94.71,83.34423174
VINHO CHILENO ODFJELL CAPITULO BLEND 750ML ORG TINTO,239676,7809573900716,REAL - WORLD WINE,2204.21.00,15,96.855833,67.137806,1452.837495,1007.06709
SOUSPLAT DE PLASTICO VERMELHO,240264,38707,DISTR - NOVA PRESTO,3924.10.00,72,7.305278,6.707728,525.980016,482.956416
VINHO CHILENO MARQUES DE CASA CONCHA 750ML MERLOT,241046,7804320253480,PACTUALL - VINHOS,2204.21.00,48,81.84,54.189667,3928.32,2601.104016
IOG LIQ FAZENDA BELA VISTA 180G FRUTAS VERM,242830,7896229800537,PASTORA DA FAZENDA,0403.20.00,15,3.353381,3.353381,50.300715,50.300715
IOG LIQ FAZENDA BELA VISTA GF 500G FRUTAS VERMELHAS,242891,7896229800469,LEITE FAZENDA BELA VISTA  - BALCAO/PAS,0403.20.00,23,6.925001,6.925001,159.275023,159.275023
AZEITE DE AVOCADO HASS EXTRA VIRGEM SPRAY 128ML,241928,7898952857109,LOURENCO DIST (NATURAIS),1515.90.90,2,31.99,26.998702,63.98,53.997404
BISC NESFIT DELICE 140G MACA&CANELA,239606,7891000289747,NESTLE MERCEARIA,1905.31.00,51,2.936819,2.478596,149.777769,126.408396
DOF MINEIRAO PAO QUEIJO Kg.,238924,8768,MINEIRAO - DO FORNO,1905.90.90,167.684,23.495,19.022027,3939.73558,3189.689575468
REFRIG SPRITE 510ML FRESH LIMAO,249130,7894900680508,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,2202.10.00,23,2.76,2.76,63.48,63.48
PICOLE ROCHINHA 55G MORANGO,244270,7898916464169,SORVETES ROCHINHA ,2105.00.10,28,7.65,6.942375,214.2,194.3865
ALGA MAR FUJIYAMA 50G KIZAMI KOMBU FAT,244491,7898336580418,TRADBRAS S/A IMPORTACAO E EXPORTACAO,1212.21.00,2,10.925,8.129839,21.85,16.259678
MOTI DE SORVETE SMOTI 180G CHOCOLATE C/ 4UNI,248365,7898639430656,HANAMI SOBREM (SMOTI SORVETES),2105.00.10,4,20.38,18.70575,81.52,74.823
AVEIA NESTLE ORG 170G FLOCOS GROSSOS,248460,7891000253403,NESTLE MERCEARIA,1104.12.00,7,5.836071,4.660655,40.852497,32.624585
SORVETE JUNDIA FASCINO COPAO 215G NATA C/CHOCOLATE,249094,7898036490277,JUNDIA SORVETES,2105.00.10,17,8.461709,7.85028,143.849053,133.45476
SORVETE ROCHINHA PT 150ML COCO BRANCO ZERO,244450,7898573450048,SORVETES ROCHINHA ,2105.00.10,1,10.35,9.392625,10.35,9.392625
PRESUNTO PERDIGAO 200G FATIADO,247284,7891515484040,BRF PERDIGAO | PERDIGAO PAS/BALCAO FRIOS,1602.41.00,21,6.6857,6.151346,140.3997,129.178266
PICOLE ROCHINHA 55G UVA,244406,7898916464213,SORVETES ROCHINHA ,2105.00.10,17,6.682857,6.064693,113.608569,103.099781
VINHO BRACCALE 750ML TINTO,245072,8033210410491,MISTRAL,2204.21.00,2,146.293333,98.41995,292.586666,196.8399
IOG ACTIVIA CAFE MANHA 170G QUINOA/FRUTAS VERM,244826,7891025117773,RAMARI - DANONE,0403.90.00,18,4.99,4.99,89.82,89.82
CALDO MAGGI 57G COSTELA,248594,7891000249871,NESTLE MERCEARIA,2104.10.11,43,1.740798,1.390192,74.854314,59.778256
SAC TOMATE ROMANITA 300GR,249804,9194,,0702.00.00,79,4.65,4.65,367.35,367.35
VINHO NACIONAL SALTON INTENSO 750ML ROSE,256269,7896023014857,VINHOS SALTON S/A IND E COM.,2204.21.00,54,21.4775,17.070831,1159.785,921.824874
VINHO FRANCES CHATEAU REYNAUD LACOSTE  750ML BRANCO,253684,3423290194094,SANJO COOP AGRICOLA DE SAO JOA,2204.21.00,1,63.69,43.323675,63.69,43.323675
VINHO CHILENO VIU MANENT RESERVA 750ML MALBEC TINTO,254506,7804314945094,FRC DISTRIBUIDORA - BOENA,2204.21.00,5,51.779167,35.242195,258.895835,176.210975
VINHO CHILENO VIU MANENT RESERVA 750ML MALBEC ROSE,254512,7804314945322,FRC DISTRIBUIDORA - BOENA,2204.21.00,10,45.536,30.356078,455.36,303.56078
REFRESCO PO MID 20G UVA,256848,7891132082346,KOZZY LTDA - GERAL,2106.90.10,346,0.707846,0.565282,244.914716,195.587572
REFRESCO PO MID 20G GROSELHA,256832,7891132082285,KOZZY LTDA - MERCEARIA,2106.90.10,216,0.711143,0.567915,153.606888,122.66964
SAC SUCO 1L MELANCIA C/ GENGIBRE,250564,9395,CEASA (SACOLAO),2009.89.90,2,6.495785,6.469352,12.99157,12.938704
MOLHO DE SOJA KIKKOMAN 150ML SUSHI/SASHIMI & GRELHADOS,253764,7896247400122,TRADBRAS S/A IMPORTACAO E EXPORTACAO,2103.10.10,5,5.2,4.719,26,23.595
PEPEROMIA MELANCIA PT 21,252309,7896553659689,HOLAMBRA - COMPRA,0601.20.00,10,8.59375,7.798828,85.9375,77.98828
SORVETE JUNDIA GRANCONE 70G CROCANTE,257844,7898036490147,JUNDIA (PICOLE),2105.00.10,1,8.75167,8.063488,8.75167,8.063488
MOLHO DE LARANJA KIKKOMAN SQUEEZE 200ML CARNES BRANCAS & EMPANADOS,253804,7896247400214,JFC BRASIL IMP,2103.90.21,3,12.2,11.0715,36.6,33.2145
IOG NESTLE GREGO C/4 BD 360G LIGHT MORANGO,257484,7891000241615,QUALY REFRIGERADOS (NESTLE IOGURTE),0403.20.00,16,8.955,8.955,143.28,143.28
VINHO CASTELLO ROMITORIO BRUNELLO DI MONTALCINO 750ML TINTO,257648,8026539000016,TW WINES IMPORTACAO,2204.21.00,2,453.705,308.622288,907.41,617.244576
ORG MAMAO FORMOSA GO GREEN kg,257265,9548,GO GREEN ,0807.20.00,21.821,8.175565,8.175565,178.399003865,178.399003865
SALAME CERATTI ITALIANO DEF PC Kg,250984,9459,CLEAN FIELD (CERATTI) - BAL/PAS,1601.00.00,4.608,72.690481,65.96661,334.957736448,303.97413888
POLI REDONDO 38CM,257924,10103,ALBANO - FLORES,3920.20.19,211,0.185093,0.167972,39.054623,35.442092
GOMA MASCAR MENTOS 56G UP2U,251804,7895144293080,KOZZY LTDA - GERAL,2106.90.50,5,8.99865,7.186273,44.99325,35.931365
GELATINA VEGETAL PRONTA GELIALGAS CP 210G UVA,262111,7898936866332,AGARGEL INDUSTRIA (GELIALGAS),2106.90.90,9,3.166667,2.5289,28.500003,22.7601
IOG DANONE NATURAL 160G MEL,262824,7891025121244,RAMARI - DANONE,0403.90.00,55,2.654706,2.654706,146.00883,146.00883
BALAO PRESENTE R5,264004,39203,CROMUS - ATUAL (BALAO),9503.00.99,4,6.261082,4.719116,25.044328,18.876464
POLI FIBRA ALBANO 70X65 UN CORES VARIADAS,258708,39174,ALBANO - FLORES,3920.20.19,746,0.614226,0.567204,458.212596,423.134184
MOLHO DE PIMENTA CEPERA FR 270ML EXTRA FORTE,260464,7896025804043,IND COM DE PROD ALIM CEPERA MATRIZ,2103.90.91,12,13.731667,12.673775,164.780004,152.0853
BALAO BOLHA 18 TRANSP,259984,7899613350960,CROMUS - ATUAL (BALAO),9505.90.00,77,4.513412,3.419076,347.532724,263.268852
MOSTARDA CEPERA 350G AMARELA,260525,7896025803695,IND COM DE PROD ALIM CEPERA MATRIZ,2103.30.21,30,10.926208,10.085454,327.78624,302.56362
CREME DE QJ QUARK BATAVO NUV 100G MORANGO,261132,7891097103094,LACTALIS - FRIOS PAS,0406.10.90,11,2.19,1.927187,24.09,21.199057
IOG BATAVO GF 1250G MORANGO,261526,7891097103384,LACTALIS - FRIOS PAS,0403.90.00,1,14.99,14.99,14.99,14.99
IOG BATAVO GF 170G MORANGO,261518,7891097102851,LACTALIS - FRIOS PAS,0403.20.00,10,2.57,2.57,25.7,25.7
IOG BATAVO PED FRUTAS 100G ABACAXI,261150,7891097000638,LACTALIS - FRIOS PAS,0403.20.00,6,2.48,2.48,14.88,14.88
LASANHA CASARAO GOURMET S/GLUTEN 300G TRADICIONAL,261845,7898915654219,LOURENCO DIST (NATURAIS),1902.19.00,6,12.8,11.904051,76.8,71.424306
ESPONJA YPE N RISCA PE 1UN,261686,7896098904800,QUIMICA AMPARO LTDA,6805.30.90,2,1.807992,1.640753,3.615984,3.281506
"CACHEPOT ACRILICO CONE METALIZADO 10,5CMX10,5CM UN OURO",259564,7893541298172,ALBANO EMBALAGENS -60576311002330,3926.90.90,1,12.7,9.450705,12.7,9.450705
GRANOLA JASMINE VEGAN S/GLUTEN POUCH 250G CRANBERRY E ACAI,262649,7896283006159,NEW JUICE DIST - JASMINE,1904.10.00,6,8.99,8.158425,53.94,48.95055
REQUEIJAO POCOS DE CALDAS 200G LIGHT,261586,7898955617403,LACTALIS - FRIOS PAS,0406.10.90,21,9.65,9.65,202.65,202.65
SNACK BELIVE S/GLUTEN 35G QJ SUICO,261785,7898380411201,LOURENCO DIST (NATURAIS),1904.90.00,20,3.969317,3.602155,79.38634,72.0431
MANTEIGA PRESIDENT 200G S/ SAL POTE,261565,7891097001345,LACTALIS - FRIOS PAS,0405.10.00,12,13.89,13.89,166.68,166.68
MAC COLAVITA 500G SPAGHETTI,262006,8004323110035,COLAVITA BRASIL COMERCIALIMP E EXP LTDA,1902.19.00,15,8.8,8.184035,132,122.760525
MAC COLAVITA  INTEGRAL 500G PENNE RIGATE,262069,8004323110837,COLAVITA BRASIL COMERCIALIMP E EXP LTDA,1902.19.00,7,11.84,11.011247,82.88,77.078729
LAVA ROUPAS EM PO TIXAN YPE PC 800G PRIMAVERA,302826,7896098909805,YPE QUIMICA AMPARO LTDA,3402.50.00,6,8.811045,7.996023,52.86627,47.976138
DCF TORTA UMAI CONG Kg PALMITO,291424,90562,AUSS - CONGELADOS,1902.20.00,1.36,68.349598,68.349598,92.95545328,92.95545328
