Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Relatório de Consulta de Valor Total de Estoque,,,,,,,,,
,,,,,,,,,
25/06/2025 14:34:10,,,,,,,,,
Filtros:,,,,,,,,,
Tipo de estoque: Comercial,,,,,,,,,
Rede: LOJA PRINCIPAL,,,,,,,,,
Loja: LJ-03  SANTA CRUZ,,,,,,,,,
Data: 31/05/2025,,,,,,,,,
Setor de Compra: Todos,,,,,,,,,
Tipo de estoque: Venda,,,,,,,,,
Departamento: Todos,,,,,,,,,
Seção: Todos,,,,,,,,,
Grupo: Todos,,,,,,,,,
Subgrupo: Todos,,,,,,,,,
Agrupar por: Produto,,,,,,,,,
Ordem: Ascendente,,,,,,,,,
Status do Produto: Todos,,,,,,,,,
Tipo de Produto: Venda Insumo Embalagem Consumo Subproduto Produto Acabado ,,,,,,,,,
Venda Externa: Todos,,,,,,,,,
Despreza os produtos sem estoque: Sim,,,,,,,,,
Aplicar movimentos extemporâneos: Não,,,,,,,,,
,,,,,,,,,
Produto,Código Interno,GTIN/PLU,Fornecedor,NCM,Quantidade de Estoque,Custo Bruto (R$),Custo Líquido (R$),Custo Total Bruto (R$),Custo Total Líquido (R$)
VINHO POR. BRIDAO CLASSICO 750ML TINTO,242044,5601971231155,MALBEC - IMPERIAL ATIVO,2204.21.00,4,44.1305,30.175673,176.522,120.702692
VINHO ITALI ZENATO VALPOLICELLA SUPERIORE 750ML TINTO,239709,8005631000131,REAL - WORLD WINE,2204.21.00,6,153.137143,110.958087,918.822858,665.748522
VINHO PORTUGUES PALPITE RESERVA 750ML TINTO,240766,5600301740374,ADEGA NACIONAL DE DI,2204.21.00,6,173.611875,152.130205,1041.67125,912.78123
QJ RALADO TEIXEIRA 40G GROSSO,238644,7896066805047,TEIXEIRA QUEIJOS,0406.20.00,50,4.2,3.696,210,184.8
VINHO ARGENTINO ALTOS LAS HORMIGAS MENDOZA 750ML MALBEC TINTO,239679,7798051950032,REAL - WORLD WINE,2204.21.00,15,69.052661,47.890933,1035.789915,718.363995
ESPUMANTE PIZZATO BRUT 750ML TRADICIONAL BRUT ROSE,243924,7898266930390,VINICOLA PIZZATO LTD,2204.21.00,10,81.055293,75.779956,810.55293,757.79956
MOLHO SHOYU KIKKOMAN 296ML LIGHT,246167,41390001055,JFC BRASIL IMP,2103.10.10,4,25.645,23.657329,102.58,94.629316
PIZZA CATUPIRY 490G FRANGO C/ CATU,247444,7896353302006,LATICINIOS CATUPIRY LTDA.,1905.90.90,3,26.09375,24.013425,78.28125,72.040275
ESPUMANTE CASA PERINI 750ML BRUT NATURE,246687,7896452112155,VINICOLA PERINI LTDA,2204.10.10,7,69.779667,55.462568,488.457669,388.237976
SUCO CONG DM 100G TANGERINA,246710,7896519213214,DE MARCHI,2009.31.00,33,5.275,4.787063,174.075,157.973079
PICOLE ROCHINHA 55G DOCE DE LEITE,244134,7898916464978,SORVETES ROCHINHA ,2105.00.10,28,7.65,6.942375,214.2,194.3865
VINHO ARUMA 750ML MALBEC,245008,7798121461031,MISTRAL,2204.21.00,9,103.194375,74.153427,928.749375,667.380843
CERV AMERICANA BLUE MOON GF 355ML BEGIAN WHITE,244744,7896045506514,HEINEKEN - SACOMA,2203.00.00,20,8.439371,8.439371,168.78742,168.78742
VINHO BOYA 750ML PINOT NOIR,245054,7804605830306,MISTRAL,2204.21.00,15,119.528932,82.08481,1792.93398,1231.27215
VINHO BOYA 750ML CHARDONNAY,245056,7804605830313,MISTRAL,2204.21.00,6,120.368333,80.978846,722.209998,485.873076
VINHO LUIS PATO 750ML BAGA/TOURIGA NACIONAL,245058,5601743000118,MISTRAL,2204.21.00,2,105.553333,71.011733,211.106666,142.023466
CHOC TRENTO 29G BRANCO DARK,248759,7896306625251,DISTRILITORAL ,1905.32.00,72,2.009578,1.823692,144.689616,131.305824
PETISCO DOG CHOW 80G ORAL MED GDE,249119,7891000261989,NESTLE PURINA,2309.10.00,17,7.807733,5.810125,132.731461,98.772125
PICOLE ROCHINHA 55G GROSELHA,244138,7898916464114,SORVETES ROCHINHA ,2105.00.10,21,5.44697,4.94618,114.38637,103.86978
TULIPA ASA FRANGO CONG SADIA 1Kg,249524,7893000488953,BRF SADIA - ACOUGUE,0207.13.00,9,20.088308,20.088308,180.794772,180.794772
IOG NESFIT GF 170G MORANGO/BAUNILHA,247304,7891000298671,QUALY REFRIGERADOS (NESTLE IOGURTE),0403.90.00,18,3.739167,3.739167,67.305006,67.305006
REFRIG COCA COLA LT PLUS CAFE 220ML,245824,7894900025019,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,2202.10.00,2,2.13,1.948469,4.26,3.896938
VINHO CASA FERREIRINHA 750ML TINTO,248574,5601007475454,ZAHIL IMPORTADORA,2204.21.00,5,129.774762,88.276311,648.87381,441.381555
ALGA MAR FUJIYAMA 50G KONBU,244489,7898336589398,TRADBRAS S/A IMPORTACAO E EXPORTACAO,1212.21.00,3,10.925,8.129839,32.775,24.389517
AVEIA QUAKER CX 165G FLOCOS FINOS,249174,7892840815769,PEPSICO,1104.12.00,1,3.98,2.961717,3.98,2.961717
SAC SUCO 500ML LARANJA C/ BETERRABA,250567,9398,CEASA (SACOLAO),2009.89.90,4,6.120711,6.120711,24.482844,24.482844
CHA NESCAFE DOLCE GUSTO 128G NESTEA LIMAO,249945,7891000256619,NESTLE MERCEARIA,2101.20.10,3,19.122816,17.58429,57.368448,52.75287
BANANADA BANABRASIL 230G ACAI+GUARANA,256184,7898904642647,G L A APOIO ADMINISTRATIVO E REPRESENTAC,2007.99.90,63,8.5,7.71375,535.5,485.96625
REFRIG SCHWEPPES LT 220ML GINGER ALE,254264,7894900180022,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,2202.10.00,3,2.23,2.04632,6.69,6.13896
POLI DUPLA FACE ALBANO CORES VARIADAS 68X65,254708,39061,ALBANO - FLORES,3920.20.19,332,1.207746,1.099837,400.971672,365.145884
VINHO PIZZATO 750ML CHARDONNAY BRANCO,255804,7898266930277,VINICOLA PIZZATO LTD,2204.21.00,4,58.205251,47.345977,232.821004,189.383908
CERV ALEMA BECKS LN 330ML,251304,7891991014717,AMBEV ATUAL,2203.00.00,5,5.472708,5.472708,27.36354,27.36354
SALG CHEETOS ONDA 105G REQUEIJAO,257244,7892840823467,ELMA CHIPS,1904.10.00,13,8.49,7.704675,110.37,100.160775
VINHO DNA 99 VINEYARD 750ML MERLOT,254384,7898953173291,VINICOLA PIZZATO LTD,2204.21.00,18,216.459367,172.667586,3896.268606,3108.016548
ESPUMANTE AURORA PROCEDENCIAS 750ML BRUT PINOT NOIR,256231,7891141025372,COOPERATIVA VINICOLA AURORA LTDA,2204.10.10,6,27.927238,22.605029,167.563428,135.630174
IOG SKYR ATILATTE 160G ORIGINAL,252886,7897277705126,LATICINIO ATILATTE L,0403.90.00,21,7.53,7.53,158.13,158.13
LACO MAXI CORES VARIADAS 16X34,255564,10042,ALBANO - FLORES,3920.20.19,15,0.155,0.140663,2.325,2.109945
VINHO NIEPOORT DOURO CONVERSA 750ML TINTO,252052,5602840074200,BANK - LOGISTICA,2204.21.00,2,75.987778,51.688908,151.975556,103.377816
VINHO PIZZATO 750ML TANNAT,252067,7898266930222,VINICOLA PIZZATO LTD,2204.21.00,6,75.268333,61.034388,451.609998,366.206328
ORG PIMENTAO MINI SNACK GO GREEN 250G,252564,7898563251655,GO GREEN ,0709.60.00,5,7.951072,7.951072,39.75536,39.75536
OLEO MISTO CASTELO 500ML SOJA E AZEITE,257990,7898922618099,CASTELO ALIMENTOS S/A,1517.90.10,36,11.119887,10.125509,400.315932,364.518324
VINHO CHILENO VIU MANENT RESERVA 750ML CARMENERE TINTO,254504,7804314945315,FRC DISTRIBUIDORA - BOENA,2204.21.00,7,51.779167,35.242195,362.454169,246.695365
MOLHO SHOYU MN FOOD ORGANICO VD 500ML SUAVE,261893,7898091232614,MN PROP (ORIENTAL),2103.10.10,8,23.999167,22.138992,191.993336,177.111936
VINHO PORTUGUES .COM 750ML ROSE,263390,5600360391142,ADEGA ALENTEJANA,2204.21.00,4,49.239333,33.215529,196.957332,132.862116
GELATINA VEGETAL PRONTA GELIALGAS CP 210G ABACAXI,262126,7898936866349,AGARGEL INDUSTRIA (GELIALGAS),2106.90.90,10,3.166667,2.5289,31.66667,25.289
MANTEIGA TIROLEZ TABLETE 200G C/ SAL,263004,7896030520891,LATICINIOS TIROLEZ  - BALCAO / PAS,0405.10.00,75,11.222372,11.222372,841.6779,841.6779
FOLHAGEM EUCAFLOR BLUE MACO,262924,38430,COOPERFLORA - COOPER,0603.19.00,6,17,15.4275,102,92.565
VINHO ESPANHOL MARQUES DE RISCAL RESERVA 750ML TEMPRANILLO,263936,8410869450014,INTERFOOD - LIQUIDA,2204.21.00,5,185.958333,125.106355,929.791665,625.531775
ALHO TUDO+GOSTOSO PT 180G PICADO,263889,7898667040063,ADKO,0703.20.90,10,4.909113,4.565465,49.09113,45.65465
MOLHO SALADA CASTELO 236ML MOSTARDA C/MEL,259409,7896048284747,CASTELO ALIMENTOS S/A,2103.90.21,24,6.748906,6.228989,161.973744,149.495736
MORTADELA PERDIGAO BOLOGNELLA Kg,258944,14711,BRF PERDIGAO | PERDIGAO PAS/BALCAO FRIOS,1601.00.00,14.526,11.906584,10.837201,172.955039184,157.421181726
CREME DE QJ QUARK BATAVO NUV 100G PESSEGO E DAMASCO,261128,7891097000843,LACTALIS - FRIOS PAS,0406.10.90,3,2.19,1.927187,6.57,5.781561
SUSHI PRIMAVERA HOSSOMAKI 320G MISTO+SALMAO,259005,7898901030447,PRIMAVERA - NOVO,2106.90.90,1,17.08,15.276898,17.08,15.276898
IOG BATAVO POLPA 540G MORANGO,261549,7891097101717,LACTALIS - FRIOS PAS,2202.99.00,11,5.71,5.71,62.81,62.81
VASO ACRILICO STILL UN INCOLOR,261249,7893541272851,ALBANO - FLORES,3926.90.90,2,12.1,8.80275,24.2,17.6055
MANTEIGA PRESIDENT 200G C/SAL POTE,261567,7891097001338,LACTALIS - FRIOS PAS,0405.10.00,17,13.89,13.89,236.13,236.13
ESPUMANTE PIZZATO NATURE 750ML BRANCO,262444,7898266931052,VINICOLA PIZZATO LTD,2204.10.10,10,89.460455,72.057474,894.60455,720.57474
PAO DE MEL BELIVE 45G ZERO ORIGINAL,261746,7898380411799,LOURENCO DIST (NATURAIS),1905.20.90,12,6.498615,5.897493,77.98338,70.769916
MAC COLAVITA 500G LINGUINE,262008,8004323110134,COLAVITA BRASIL COMERCIALIMP E EXP LTDA,1902.19.00,25,8.792605,8.177158,219.815125,204.42895
CROSTATA ITALIANA VITERALE GOURMET PC 165G TRADICIONAL,301344,7898950042392,JH DISTRIBUIDORA,1905.20.90,27,10.579357,9.654404,285.642639,260.668908
KIT PIPOCA COZA DISNEY C/1 TIGELA 3L + 4 CUMBUCAS 500ML BRANCO E VERMELHO,303191,7896553962277,BRINOX METALURGICA L,3924.10.00,2,72.068,66.619195,144.136,133.23839
PASTA DE AMENDOIM MANDUBIM PT 450G GRANULADO,267004,7898126320873,LOURENCO DIST (NATURAIS),2007.10.00,13,15.27,13.857525,198.51,180.147825
ESPUMANTE BRASILEIRO MIOLO IRIDE 750ML BRUT BRANCO,283510,7896756805241,VINICOLA MIOLO,2204.10.10,3,259.87,206.550825,779.61,619.652475
ESPUMANTE BRASILEIRO ALMADEN 750ML DEMI SEC,266147,7896756804893,VINICOLA MIOLO,2204.10.10,23,21.214833,16.862061,487.941159,387.827403
JG MOEDORES TRAMONTINA P/SAL E PIMENTA C/2 UN,277144,7891112186897,TRAMONTINA SUDESTE,6914.90.00,1,134.09,121.686675,134.09,121.686675
AZ PRETA VALE FERTIL 500G AZAPA,288542,7896272003664,VALE FERTIL IND.ALIMENTICIAS L,2005.70.00,18,40.82,37.04415,734.76,666.7947
VINHO ESTANCIA MENDOZA  ROBLE 375ML MALBEC ARGENTINO,267686,7790314007217,BARRINHAS COM. E IMP. BEBIDAS ,2204.21.00,9,29.832083,27.367549,268.488747,246.307941
DCF TORTA UMAI CONG Kg CAMARAO,291365,90549,AUSS - LOJA (INDEF),1902.20.00,0.62,104.989775,104.989775,65.0936605,65.0936605
VINHO BRASILEIRO PRIMEIRA ESTRADA 750ML CHARDONNAY,285284,7898994323983,SOCIEDADE VINICOLA ESTRADA REAL LTDA,2204.21.00,8,75,59.8807,600,479.0456
CHOC GAROTO TALENTO 85G AMENDOAS/PASSAS,287132,7891008121827,NESTLE - GAROTO,1806.32.10,20,6.738958,6.115605,134.77916,122.3121
LAVA ROUPAS EM PO TIXAN YPE PC 400G PRIMAVERA,302808,7896098909782,YPE QUIMICA AMPARO LTDA,3402.90.90,3,4.503151,4.086609,13.509453,12.259827
SACO WYDA ENSACA TUDO 2KG C/100UN,293686,7898930672632,SDB COMERCIO (DIPALMA NOVO),3923.40.00,1,7.19,5.350438,7.19,5.350438
BOLINHO ANA MARIA 35G CHURROS C/DOCE DE LEITE,272903,7896002310567,BIMBO DO BRASIL LTDA (MATRIZ),1905.90.90,1,1.9955,1.8364,1.9955,1.8364
ALGA MAR TAKAOKAYA C/8UN 18G AJITSUKENURI,295844,4901963053156,SEIWA BUSSAN,1212.21.00,9,27.6,20.53854,248.4,184.84686
TEMP P/TACO CANTINA MEXICANA PC 35G MIX,297704,11359630107,MAZAL IMPORTACAO E E,2103.90.21,1,9,8.1675,9,8.1675
MOLHO TOM ORIGO ORGANICO VD 330G CASEIRO,275908,602883020276,EMPORIUM NOSTRUM (ORIGO),2103.20.10,8,17.65,16.017375,141.2,128.139
"SUCO NATURAL ONE REFRIGERADO GF 1,5L LARANJA INTEGRAL",207985,7899916900503,DIDA COMERCIO - PAS,2009.12.00,147,17.99,16.325925,2644.53,2399.910975
REFRIG FYS 350ML TONICA ORIG,300704,7896052607228,HEINEKEN - SACOMA,2202.10.00,16,2.480833,2.263805,39.693328,36.22088
VINHO ARGENTINO AMADEO GRAN RESERVA 750ML MALBEC,293384,7798160150040,ADEGA ALENTEJANA,2204.21.00,1,107.216667,72.931625,107.216667,72.931625
DOCE DE LEITE LA SERENISSIMA PT 400G PASTOSO,174024,7793940406003,LEITESOL BALCAO/PAS,1901.90.20,3,14.9,11.899059,44.7,35.697177
SUPLEM VITAFOR GLUTAMAX C/30 SACHES S/GLUTEN CX 150G,278904,7898949730880,LOURENCO DIST (SUPLEMENTOS),2106.90.30,2,79.28,63.312577,158.56,126.625154
ROT COUCHE 85X280MM UMAI PALITINHO DE CHOCOLATE,285908,100008,MAZZUCCO INDUSTRIA G,4821.10.00,10100,0.23206,0.23206,2343.806,2343.806
IOGURTE KEFIR ATILATTE 500G DESNATADO,284004,7897277705225,LATICINIO ATILATTE L,0403.90.00,27,13.905625,13.905625,375.451875,375.451875
AZ PRETA VALE FERTIL 150g,288526,7896272004234,VALE FERTIL IND.ALIMENTICIAS L,2005.70.00,11,9.358301,8.492658,102.941311,93.419238
CACHEPOT VINTAGE NOEL GRANDE,65083,8782,ALBANO EMB - ATUAL,4819.20.00,20,2.39,1.738725,47.8,34.7745
PASTA DE AMENDOIM AKIO POWER PT 450G INTEGRAL,289285,7896289951453,AKIO PRODUTOS ALIMENTICIOS LTD,2007.99.90,7,14.413959,13.294709,100.897713,93.062963
DCF TORTA UMAI Kg FRANGO,290508,39248,,1902.20.00,0.402,68.350965,68.350965,27.47708793,27.47708793
CHOC GAROTO TALENTO 85G BRANCO C/ DOCE LEITE,287128,7891008121629,NESTLE - GAROTO,1704.90.10,57,6.66716,6.050448,380.02812,344.875536
ROT COUCHE 85X280MM UMAI FLORZINHA DE GOIABADA,285907,100007,GRAFICA BOCA BOA,4821.10.00,10200,0.23206,0.23206,2367.012,2367.012
ROT COUCHE 85X280MM UMAI ROSQUINHA DE NATA,285910,100009,GRAFICA BOCA BOA,4821.10.00,10000,0.23206,0.23206,2320.6,2320.6
FEIJAO VENEZA 1KG CARIOCA PREMIUM,297244,7897924805889,CEREALISTA TORRES,0713.33.99,160,6.174432,5.74221,987.90912,918.7536
AZ VERDE VALE FERTIL 120G S/CAROCO,288534,7896272004203,VALE FERTIL IND.ALIMENTICIAS L,2005.70.00,191,5.474789,4.968371,1045.684699,948.958861
BANANINHA MINNAS ZERO ACUCAR 20G C/CHOCOLATE,273906,7898520578139,NUTRIMINAS COMERCIO,2007.99.90,191,3.389799,3.076242,647.451609,587.562222
BATATA YOKITOS LISA 45G C/SAL,274386,7891095023158,YOKI DISTRIBUIDORA (USAR),2005.20.00,12,3.425292,3.108452,41.103504,37.301424
OVOS MANTIQUEIRA HAPPY EGGS GRANDE BRANCO C/20UN,281384,7896982104682,PAES E ALBUQUERQUE - OVOS MANTIQUEIRA 2,0407.21.00,15,19.738787,19.738787,296.081805,296.081805
MANTEIGA AVIACAO 200G POTE S/ SAL,17783,7896331100389,CENCOSUD BRASIL ATAC (GIGA LIMAO),0405.10.00,31,10.148542,10.148542,314.604802,314.604802
LING ROCCA CALABRESA C/QUEIJO Kg,5306,5550,FRIGORIFICO ROCCA LTDA.,1601.00.00,0.01,21.774,19.8315,0.21774,0.198315
VINHO BRASILEIRO DON LAURINDO 750ML  BRANCOCHARDONNAY,266368,7898906238305,VINHOS DON LAURINDO,2204.21.00,8,63,54.6903,504,437.5224
MAC BARILLA 500G PENNE RIGATE INTEGRALE,40277,8076809575492,EBD LTDA - MERCEARIA,1902.19.00,11,14.46,13.447801,159.06,147.925811
PAPRICA DEFUMADA BOMBAY VD 60G,264783,7898453462017,BOMBAY ALIMENTOS LTD,0904.22.00,1,23.503878,18.770069,23.503878,18.770069
KIBE SADIA 500G BOVINO,7790,7893000122116,BRF SADIA | PAS FRIOS,1602.50.00,8,18.852386,17.359049,150.819088,138.872392
CORACAO FRANGO PERDIGAO NABRASA 800g SHOYU,143248,7891515487416,COOP CENTRAL OESTE CATARINENSE | ACOUGUE,0207.13.00,7,21.786844,20.264263,152.507908,141.849841
BISC POLVILHO NAZINHA 30G LIGHT,264671,7897042701483,LOURENCO DIST (NATURAIS),1905.90.90,1,1.716633,1.370894,1.716633,1.370894
SACO LIXO DOVER ROLL ODOR DEFENSE 50 UN POWER FLOWER,268108,7896082820710,ENGETECH COMERCIO E,3923.21.90,64,9.192,8.549796,588.288,547.186944
RONDELI BUONA 500G 4 QUEIJOS,108451,7896868300115,BUONA,1902.20.00,1,19.037301,19.037301,19.037301,19.037301
ORG LIMAO SICILIANO GO GREEN 600GR,270524,7898563251693,GO GREEN ,0805.10.00,11,7.130878,7.130878,78.439658,78.439658
VINHO NACIONAL CHALISE 750ML BRANCO SECO,14080,7896023085734,DISTRIBUIDORA HS - BEBIDAS,2204.21.00,2,11.677198,7.947793,23.354396,15.895586
BISCOITO DE ARROZ FIT FOOD 60G CHOCOLATE AO LEITE,272725,7898649351828,GRANADO - NATURAIS,1806.32.20,61,7.99,7.250925,487.39,442.306425
MANTEIGA TEIXEIRA PT 500G C/SAL,7893,7896066804361,TEIXEIRA QUEIJOS,0405.10.00,14,27.32,27.32,382.48,382.48
CERV ITAIPAVA 350ML LT S/ ALCOOL,58206,7897395040390,CERVEJARIA PETROPOLIS S.A,2202.91.00,56,3.286667,3.286667,184.053352,184.053352
SAB  DOVE DELICIOUS CARE CX 90G LEITE DE COCO,136249,7891150034075,E-UB COMERCIO (PERFUMARIA),3401.11.90,5,4.36,4.36,21.8,21.8
SOBREMESA CHANDELLE C/4UN BD 360G CHOCOLATE,92677,7891000096468,QUALY REFRIGERADOS (NESTLE IOGURTE),0403.90.00,33,7.706111,6.154058,254.301663,203.083914
LIMP VEJA M USO LIMPEZA PESADA C/ALCOOL 20% DESC 500ML ORIGINAL,211545,7891035285189,SDB COMERCIO (DIPALMA NOVO),3402.90.90,3,9.680417,8.784978,29.041251,26.354934
KALANCHOE DOBRADO PT 15,58473,7890291547086,HOLAMBRA - COMPRA,0601.20.00,17,8.071899,7.325248,137.222283,124.529216
MANTEIGA TRES MARIAS PT 500G C/SAL,275973,7898024450344,TRES MARIAS INDUSTRIA E COMERCIO LTDA,0405.10.00,6,17.052037,17.052037,102.312222,102.312222
ENERGETICO RED BULL 250ML SUMMER MELANCIA,265624,9002490247379,EBD LTDA - LIQUIDOS,2202.99.00,8,7.98,7.98,63.84,63.84
CHOCOTUBES  HERSHEYS  25G COOKIE 'N' CREME,267826,7899970401206,UNIMAX,1905.32.00,10,1.867732,1.694967,18.67732,16.94967
SALG CHEETOS 82G MIX DE QUEIJOS,275704,7892840822316,ELMA CHIPS,1904.10.00,1,8.49,7.704675,8.49,7.704675
CURCUMA EM PO BOMBAY POUCH 40G,265040,7898453413217,BOMBAY ALIMENTOS LTD,0910.30.00,11,5.800826,5.264249,63.809086,57.906739
VINHO FRANCES L ESPINOUSE PEZENAS 750ML TINTO,294064,3760027133125,ADEGA ALENTEJANA,2204.21.00,4,133.331667,90.697655,533.326668,362.79062
OVOS MANTIQUEIRA HAPPY EGGS GRANDE VERMELHO PVC C/20UN,281404,7896982104699,PAES E ALBUQUERQUE - OVOS MANTIQUEIRA 2,0407.21.00,6,19.8,19.8,118.8,118.8
"AMAC COMFORT 1,8L BRISA FLORAL",267028,7891150079274,E-UB COMERCIO (LIMPEZA),3809.91.90,16,18.412143,16.70902,294.594288,267.34432
DADINHO DE TAPIOCA HARUS S/GLUTEN 300G CEBOLA,269306,736532145086,SHEFA COMERCIO DE ALIM (HARUS),1903.00.00,38,11.1,8.86446,421.8,336.84948
GELEIA HOMEMADE GOURMET VD 320G MENTA C/HORTELA,285389,7898002471248,CBX - DR OETKER,2007.99.10,9,15.82,14.35665,142.38,129.20985
KOMBUCHA DA CA GF 350ML TANGERINA C/PIMENTA ROSA,287618,7898968248199,LOURENCO DIST (PAS),2202.99.00,8,10.349594,10.349594,82.796752,82.796752
GELEIA HOMEMADE SENSACOES VD 180G MORANGO C/CHOCOLATE,285407,7898002471538,CBX - DR OETKER,2007.99.10,11,13.42,12.17865,147.62,133.96515
VINHO PORTUGUES INCOGNITO 750ML TINTO,293566,5603790002251,ADEGA ALENTEJANA,2204.21.00,6,674.498333,458.812238,4046.989998,2752.873428
VINHO PORTUGUES TAYLORS FINE RUBY 750ML TINTO,208566,5013626111215,QUALIMPOR IMP EXP DE,2204.21.00,15,68.506333,49.144224,1027.594995,737.16336
CHOC TRENTO 29G AVELAS,287824,7896306625190,DISTRILITORAL ,1905.32.00,55,2.057584,1.867258,113.16712,102.69919
MOLHO TOM ORIGO ORGANICO VD 330G MANJERICAO,275904,602883020238,EMPORIUM NOSTRUM (ORIGO),2103.20.10,12,17.694184,16.061559,212.330208,192.738708
MOLHO SHOYU SATIS 500ML SUAVE,122650,7891132008438,KOZZY LTDA - ORIENTAL,2103.10.10,19,12.515833,11.358119,237.800827,215.804261
SABAO EM BARRA UFE 900G COCO,337115,7896056407084,MM SP -  LIMP/PERF/HIG,3401.19.00,8,17.542,14.008946,140.336,112.071568
"BANDEJA VINTAGE PRESENTES DO NOEL 26CMX18CMX8,5CM M UN VERDE/NATURAL",331987,7893541334733,ALBANO EMB - ATUAL,4819.20.00,1,8.375,6.092813,8.375,6.092813
POLI DUPLA FACE LIBERTY 49CMX69CM VERDE CHA UN,332068,101252,ALBANO - FLORES,3920.20.19,100,0.569,0.516384,56.9,51.6384
AVENTAL TERMICO ALKLIN 40X60 UN,335210,7897750774939,SCHWANKE INDUSTRIAL - ALKLIN,6302.93.00,11,7.550833,6.030096,83.059163,66.331056
HIG ALECRIM TAGATA PT 25GR,334324,7898922856743,VERDURAS TAGATA LTDA,0709.99.90,4,5.872231,5.872231,23.488924,23.488924
PASTA DE AMENDOIN SANTO ANTONIO 450G C/CACAU,337825,7897685920333,D S A IND & COM LTDA- SANTO ANTONIO,1704.90.90,7,18.769167,17.367792,131.384169,121.574544
"BEB LACTEA BATAVO FERM PENSE ZERO GF 1,15KG BATIDO",334372,7891097103650,LACTALIS - FRIOS PAS,2202.99.00,8,16.56,16.56,132.48,132.48
BEBIDA DE AMENDOIM BE+DIFERENT.CO VEGAN 1L ORIGINAL,316764,7898968145009,LOURENCO DIST (NATURAIS),2202.99.00,1,8.32,7.5504,8.32,7.5504
VINHO CHILENO SAN PEDRO 1865 SINGLE VINEYARD 750ML CARMENERE,314944,7804300123413,INTERFOOD - LIQUIDA,2204.21.00,10,105.68,71.849054,1056.8,718.49054
*HIBISCO GRANEL KG,335105,101638,FTJ DISTRIB GRAOS E FARINACEAOS,0909.62.10,0.33,40,36.3,13.2,11.979
QJ MINAS PADRAO BONQ kg,303903,2058,CANTO DE MINAS - BONQ,0406.90.10,2.048,59.469712,52.332989,121.793970176,107.177961472
ACUCAR NATIVE C/50 SACHES 5G CX 200G ORGANICO MASCAVO,324184,7898206502748,NATIVE - MERCEARIA,1701.13.00,3,8.975385,7.167693,26.926155,21.503079
COOKIES KANAZAWA PC 150G AMENDOIM E GERGELIM,303853,7898091871301,KNZ PRODUTOS (KANAZAWA),1905.31.00,4,7.32308,6.645693,29.29232,26.582772
TAPETE HIGIENICO P/PET ALKLIN P 49X59 UN PRETO,335214,7897750785294,SCHWANKE INDUSTRIAL - ALKLIN,5602.10.00,9,16.735167,13.353356,150.616503,120.180204
VINHO CHILENO CONCHA Y TORO AMELIA 750ML CHARDONNAY,324948,7804320985640,PACTUALL - VINHOS,2204.21.00,2,356.61,234.476075,713.22,468.95215
VINHO CHILENO MARQUES DE CASA CONCHA HERITAGE 750ML TINTO,324965,7804320755632,PACTUALL - VINHOS,2204.21.00,1,350.608182,234.623084,350.608182,234.623084
IOG VIGOR 140G MORANGO/CEREAIS,328324,7896625210886,VIGOR ALIMENTOS S.A. - PAS LACTEOS,0403.90.00,2,4.23,4.23,8.46,8.46
BOLINHO MUFFIN BELIVE S/GLUTEN 40G LARANJA C/GOTAS DE CHOCOLATE,316652,7898380411102,LOURENCO DIST (NATURAIS),1905.20.90,9,3.997485,3.627718,35.977365,32.649462
SUPLEM COPRA MAGNESIO DIMALATO 800MG PT 60 CAPS,326490,7898596082622,LOURENCO DIST (SUPLEMENTOS),2106.90.30,1,20.24,16.163554,20.24,16.163554
DOF PAO DE AVEIA E MEL Kg,317284,67518,,1905.90.90,22.134,6.151677,5.167808,136.161218718,114.384262272
PASTILHA VALDA LT 50G PROPOLIS E GENGIBRE S/ACUCAR,335856,7891137006361,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),1704.90.20,10,23.756439,18.956795,237.56439,189.56795
"SUCO PRATS GF 900ML LARANJA, ACEROLA E MACA",327306,7898953148619,PRATS SUCOS,2009.90.00,90,11.96,10.8537,1076.4,976.833
BISC NEGRESCO CHOCOLATE 90G,336494,7891000377130,NESTLE MERCEARIA,1905.31.00,40,2.246361,2.0702,89.85444,82.808
TIKUWA GORO CASEIRO PC 100G MASSA DE PEIXE,309524,751320860552,RODRIGUES COMERCIO (GORO),1604.20.90,2,12.45,11.298375,24.9,22.59675
SORVETE LA BASQUE PT 500ML DOCE DE LEITE,309658,7896209256439,LA BASQUE - NOVO,2105.00.10,12,35.327549,32.44853,423.930588,389.38236
CREME CULINARIO VEGETAL A TAL DA CASTANHA 200G C/AMENDOAS,309784,7898692300453,TRES CORACOES LOJA 03,2106.90.90,6,7.07,5.646064,42.42,33.876384
SORVETE LA BASQUE PT 500ML MASCARPONE C/DAMASCO,309666,7896209256149,LA BASQUE - NOVO,2105.00.10,9,34.747233,31.881173,312.725097,286.930557
PIPOCA YOKI P/MICRO POPCORN 50G NATURAL C/SAL,45215,7891095007943,YOKI DISTRIBUIDORA (USAR),2008.19.00,86,1.549301,1.405991,133.239886,120.915226
