0,1,2,3,4,5,6,7,8,9
Relatório de Consulta de Valor Total de Estoque,,,,,,,,,
25/06/2025 14:34:10,,,,,,,,,
Filtros:,,,,,,,,,
Tipo de estoque: Comercial,,,,,,,,,
Rede: LOJA PRINCIPAL,,,,,,,,,
Loja: LJ-03  SANTA CRUZ,,,,,,,,,
Data: 31/05/2025,,,,,,,,,
Setor de Compra: Todos,,,,,,,,,
Tipo de estoque: Venda,,,,,,,,,
Departamento: Todos,,,,,,,,,
Seção: Todos,,,,,,,,,
Grupo: Todos,,,,,,,,,
Subgrupo: Todos,,,,,,,,,
Agrupar por: Produto,,,,,,,,,
Ordem: Ascendente,,,,,,,,,
Status do Produto: Todos,,,,,,,,,
Tipo de Produto: Venda Insumo Embalagem Consumo Subproduto Produto Acabado,,,,,,,,,
Venda Externa: Todos,,,,,,,,,
Despreza os produtos sem estoque: Sim,,,,,,,,,
Aplicar movimentos extemporâneos: Não,,,,,,,,,
Produto,,,Fornecedor,,,,,,
VINHO PORTUGUES PASSAGEM RESERVA 750ML TINTO,293689.0,5604846103403.0,ADEGA ALENTEJANA,,3.0,174471667.0,118682538.0,523415001.0,356047614.0
SUCULENTA VARIADA PT 09,63371.0,7890291251143.0,CEASA (FLORES),,60.0,1.81,1642575.0,108.6,985545.0
DET LIQ LIMPOL 500ML NEUTRO,321.0,7891022638004.0,SDB COMERCIO (DIPALMA NOVO),,224.0,2176375.0,197506.0,487508.0,44241344.0
SAC PINHAO kg,6008.0,573.0,DA FEIRA DSCD - LEGUMES,,38316.0,11581506.0,11581506.0,443756983896.0,443756983896.0
SAC CEBOLA ROXA kg,98.0,543.0,DA FEIRA DSCD - LEGUMES,,54346.0,7023269.0,7023269.0,381686577074.0,381686577074.0
DESODORANTE AEROSOL DOVE MEN+CARE 89G S/PERFUME,89938.0,7791293014838.0,ROGE - UNILEVER (USAR) NOVA,,3.0,22.58,22.58,67.74,67.74
BISC DE ARROZ CAMIL INTEGRAL POUCH 150G,107530.0,7896006779674.0,CAMIL ALIMENTOS S/A - MERCEARIA,,51.0,5970755.0,5517502.0,304508505.0,281392602.0
SORV HAAGEN DAZS 473G BELGIAN CHOCOLATE,39229.0,74570610051.0,GENERAL MILLS BRASIL (HAAGEN DAZS),,13.0,4157125.0,38440819.0,54042625.0,499730647.0
PAO DE QUEIJO QUALY AMANTEIGADO 375g TRADICIONAL,266894.0,7891515560775.0,BRF SADIA | PAS FRIOS,,23.0,87415.0,7692468.0,2010545.0,176926764.0
CANELA EM PO BOMBAY VD 50G,264766.0,7898453460235.0,BOMBAY ALIMENTOS LTD,,1.0,11.74,93755.0,11.74,93755.0
MOLHO BOMBAY 350G MADEIRA,264816.0,7898453461386.0,BOMBAY ALIMENTOS LTD,,5.0,16931667.0,15627417.0,84658335.0,78137085.0
CHA TWININGS C/10SAQ CX 15G CAMOMILA/MEL/BAUNILHA,110840.0,70177197315.0,GESTAO DISTRIBUICAO,,1.0,12125255.0,9683163.0,12125255.0,9683163.0
MOLHO SAKURA 180ML TARE,78199.0,7896007865970.0,DISPLOKI LTDA - ORIENTAL,,2.0,6735734.0,6112679.0,13471468.0,12225358.0
UT L.SEKI ESPATULA BAMBU M UN,16212.0,7898571730807.0,SEKI SAN COMERCIO DE,,7.0,5.19,3862139.0,36.33,27034973.0
CHA MATTE LEAO C/25SAQ CX 40G LIMAO,8537.0,7891098000057.0,SDB COMERCIO (DIPALMA NOVO),,5.0,6.12,55539.0,30.6,277695.0
PAPEL TOALHA KITCHEN C/ 2UN 22X19,8757.0,7896061920202.0,MELHORAMENTOS PAPEIS LTDA.,,56.0,5691971.0,5165464.0,318750376.0,289265984.0
TOMATES PELADOS PAGANINI LT 240G CUBOS,272364.0,7898152996370.0,CASA FLORA LTDA - MERC SECA,,140.0,6604.0,599313.0,924.56,8390382.0
PAO SCHAR 150G BISNAGUINHA S/GLUTEN,273104.0,7898954933573.0,PACTUALL - SCHAR,,1.0,10.71,9719325.0,10.71,9719325.0
GELATINA FINI 80G TUBINHO,157582.0,8410525159619.0,CRK-INDEFINIDA,,35.0,4.62,3689507.0,161.7,129132745.0
TEMP MAIS SABOR KITANO 60G LEGUMES,18639.0,7891095605583.0,YOKI DISTRIBUIDORA (USAR),,6.0,3071875.0,2787727.0,1843125.0,16726362.0
MASSA SOJA SAKURA 500G MISSO SHIRO,15370.0,7896007857210.0,DISPLOKI LTDA - ORIENTAL,,1.0,16766667.0,1521575.0,16766667.0,1521575.0
VINHO CHILENO SAN PEDRO 1865 SINGLE VINEYARD 750ML SYRAH,294168.0,7804300129620.0,INTERFOOD - LIQUIDA,,9.0,105.68,71849054.0,951.12,646641486.0
MOSTARDA BERNA 230G ESCURA,277148.0,7896542813573.0,BERNA,,3.0,91375.0,84345.0,274125.0,253035.0
PASTA DE AMENDOIM AKIO POWER PT 450G CROCANTE,289284.0,7896289951460.0,AKIO PRODUTOS ALIMENTICIOS LTD,,2.0,14414881.0,13295631.0,28829762.0,26591262.0
MASSA PIZZA BUONA 400G C/ 2 UN,278184.0,7896868300474.0,BUONA,,7.0,8.65,8044499.0,60.55,56311493.0
VINHO ESPANHOL IZADI LARROSA 750ML ROSE,283246.0,8423302251116.0,ADEGA ALENTEJANA,,1.0,73458.0,49968135.0,73458.0,49968135.0
CANECA AMERICANO MUG 270 ML,286828.0,7891155043843.0,KRYSTALMIX COM (ALLMIX),,16.0,9096134.0,8254742.0,145538144.0,132075872.0
SALG ROOTS TO GO CHIPS 45G BATATA DOCE,267986.0,7898557010084.0,LOURENCO DIST (NATURAIS),,33.0,5.75,5218125.0,189.75,172198125.0
FILE VEGETAL SORA PRONTO&SAUDAVEL S/GLUTEN 200G,282464.0,7898614670589.0,SORA ALIMENTOS LTDA,,6.0,1023625.0,8174614.0,614175.0,49047684.0
CAFE LOR CAPSULA ESPRESSO 52G INDIA,279226.0,8711000431108.0,DISPLOKI LTDA - MERCEARIA,,10.0,1735305.0,1735305.0,1735305.0,1735305.0
CEREAL KELLOGGS CHOCO KRISPIS 200G CHOCOLATE,279504.0,7896004007205.0,DISPLOKI LTDA - MERCEARIA,,1.0,9824156.0,8915422.0,9824156.0,8915422.0
MOLHO BARBECUE BOMBAY 330G ORIGINAL,264804.0,7898453461331.0,BOMBAY ALIMENTOS LTD,,9.0,16220833.0,14971158.0,145987497.0,134740422.0
SAC INSUMO TANGERINA KG,267764.0,100997.0,CEASA (SACOLAO),,2.1,11658419.0,11658419.0,244826799.0,244826799.0
KIT P/PIZZA TRAMONTINA INOX C/14 UN,276885.0,7891112160675.0,TRAMONTINA SUDESTE,,2.0,128.76,936729.0,257.52,1873458.0
CAFE PILAO 500G TRADICIONAL ALMOFADA,8512.0,7896089012019.0,DISPLOKI LTDA - MERCEARIA,,17.0,32691815.0,32691815.0,555760855.0,555760855.0
CHA OETKER C/10SAQ CX 10G CARQUEJA,271844.0,7891048038574.0,EBD - DR OETKER,,12.0,3.47,3149025.0,41.64,377883.0
CERV GOOSE ISLAND LN 355ML MIDWAY SESSION IPA,273710.0,7891149108053.0,AMBEV ATUAL,,1.0,72775.0,72775.0,72775.0,72775.0
DCF QUICHE UMAI ALHO PORO Kg,290514.0,39262.0,,,606.0,69.26,62853449.0,4197156.0,38089190094.0
GELEIA HOMEMADE SENSACOES VD 180G FRAMBOESA,285405.0,7898002471545.0,CBX - DR OETKER,,5.0,13.42,1217865.0,67.1,6089325.0
PAPEL KRAFT 68X79,273384.0,39266.0,ALBANO - FLORES,,50.0,846.0,615465.0,42.3,3077325.0
AZ VERDE VALE FERTIL 280G MANZANILA S/CAROCO,288538.0,7896272002797.0,VALE FERTIL IND.ALIMENTICIAS L,,4.0,17.7,1606275.0,70.8,64251.0
MAC DE MILHO TIVVA S/GLUTEN FUSILLI PC 500G ORIGINAL,322356.0,7898943090249.0,ENOVA FOODS S.A.,,1.0,8273062.0,7693981.0,8273062.0,7693981.0
VINHO CHILENO CARMEN 750ML CHARDONNAY,205389.0,7804335784252.0,MISTRAL,,6.0,55751353.0,40390493.0,334508118.0,242342958.0
VINHO NACIONAL SALTON SEPTIMUM 750ML PROSECCO,314424.0,7896023011450.0,VINHOS SALTON S/A IND E COM.,,4.0,115375.0,91702813.0,461.5,366811252.0
CERV ROLETA RUSSA LN 355ML IMPERIAL IPA,336164.0,7899923603107.0,BEERLAB - ROLETA RUSSA,,1.0,8.99,8.99,8.99,8.99
SH SEDA BY RAYZA 325ML BABOSA+OLEOS,312624.0,7891150060685.0,E-UB COMERCIO (PERFUMARIA),,1.0,11.01,11.01,11.01,11.01
VINHO PORTUGUES TAYLORS LATE BOTTLED VINTAGE 750 ML TINTO,314104.0,5013626111277.0,QUALIMPOR IMP EXP DE,,19.0,167692.0,11508049.0,3186148.0,218652931.0
SUCO PRATS GF 300ML UVA,327294.0,7898953148718.0,PRATS SUCOS,,1.0,5528462.0,5017079.0,5528462.0,5017079.0
FAGOTTINI MASSA LEVE 350g CARNE,305604.0,7896228101468.0,SEARA - MASSA LEVE,,19.0,9.22,9.22,175.18,175.18
ALIM INF PAPAPA ORGANICO SQU 100G MACA/CENOURA/BATATA DOCE,332364.0,7898994908746.0,BABY ROO COM ALIM (PAPAPA),,52.0,5652316.0,4924298.0,293920432.0,256063496.0
GUIOZA NATURALLE 360G CARNE BOVINO,304944.0,602883120693.0,CRISTINA FURLANI - NATURALLE,,18.0,10.0,10.0,180.0,180.0
CONCHA P/SORVETE TRAMONTINA C/EXTRATOR UN MARFIM,335597.0,7891116157893.0,TRAMONTINA SUDESTE,,11.0,51415833.0,37405019.0,565574163.0,411455209.0
LINHACA DOURADA VITALIN S/GLUTEN POUCH 150G FARINHA,305266.0,7898568900923.0,VITALIN ALIMENTOS,,1.0,5.7,455202.0,5.7,455202.0
COOKIES KANAZAWA PC 150G COCO,303854.0,7898943358967.0,KNZ PRODUTOS (KANAZAWA),,11.0,7.56,6860708.0,83.16,75467788.0
PALETA LOS LOS 90G OVOMALTINE,307816.0,7898958870751.0,DIST DE SUPERGELADOS (LOS LOS),,2.0,10.42,945615.0,20.84,189123.0
PALETA LOS LOS 90G TAPIOCA C/LEITE CONDENSADO,307826.0,7898958870010.0,DIST DE SUPERGELADOS (LOS LOS),,5.0,8599968.0,780447.0,4299984.0,3902235.0
PASTILHA VALDA FRIENDS PT 50 MENTOL S/ACUCAR,335850.0,7891137000017.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,2.0,8688333.0,6938455.0,17376666.0,1387691.0
PROTEINA EM BARRA NUTRATA WHEY GREGO 40G TORTA DE LIMAO,315933.0,7898599212705.0,LOURENCO DIST (SUPLEMENTOS),,5.0,6172988.0,4929715.0,3086494.0,24648575.0
FAROFA DE MANDIOCA YOKI 400G TRAD,336507.0,7891095911486.0,YOKI DISTRIBUIDORA (USAR),,71.0,4777542.0,3815319.0,339205482.0,270887649.0
INSUMO FARINHA TRIGO 5KG TRADICIONAL,332291.0,7896419431053.0,ANACONDA  FARINHA,,125.0,5.72,5319623.0,715.0,664952875.0
DOF PAO DE QUEIJO Kg FRANGO,336309.0,67650.0,MINEIRAO - DO FORNO,,8584.0,27218436.0,21736501.0,233643054624.0,186586124584.0
VINHO CHILENO PEREZ CRUZ LIMITED EDITION SYRAH 750ML TINTO,317408.0,7808770200018.0,SETBRAS COMERCIO INT,,3.0,82.95,5580525.0,248.85,16741575.0
SORVETE LA BASQUE PT 500ML MORANGO C/PEDACOS,309670.0,7896209256156.0,LA BASQUE - NOVO,,9.0,33830975.0,30949484.0,304478775.0,278545356.0
MINI BROWNIE WICKBOLD DO FORNO 30G C/AVELAS,310304.0,7896066307503.0,WICKBOLD,,17.0,2691666.0,2477066.0,45758322.0,42110122.0
BEB LACTEA UHT VIGOR VIV 250ML PROT 15G CHOCOLATE,318424.0,7896625210244.0,VIGOR ALIMENTOS S.A. - PAS LACTEOS,,16.0,7.29,7.29,116.64,116.64
BISC NHAMI MINI VEGGIES 18G ERVILHA/BROCOLIS,337459.0,7898965646073.0,LOURENCO DIST (NATURAIS),,9.0,2.98,27044.0,26.82,243396.0
BALA DE COCO SANTO ANTONIO 100G,337460.0,7897685918989.0,D S A IND & COM LTDA- SANTO ANTONIO,,51.0,3665333.0,2950363.0,186931983.0,150468513.0
RUM MALIBU CARIBENHO 750ML,327944.0,89540468709.0,DISTRIBUIDORA HS - BEBIDAS,,2.0,46.99,42643425.0,93.98,8528685.0
SUCO CASA MADEIRA INTEGRAL GF 500ML UVA,314394.0,7898070110018.0,BTWO COMPANY BRASIL- LINHA INDEFINIDA,,25.0,13.9,1261425.0,347.5,31535625.0
BOLINHO BAUDUCCO 40G DUPLO CHOCOLATE,337440.0,7891962031170.0,KOZZY LTDA - MERCEARIA,,38.0,1722905.0,1563536.0,6547039.0,59414368.0
BALA DE BANANA OLIVEIRA PC 50G,335886.0,7896202892108.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,147.0,2.03,1621147.0,298.41,238308609.0
SORV HAAGEN DAZS 473G STRAWBERRY CHES,39273.0,74570950010.0,GENERAL MILLS BRASIL (HAAGEN DAZS),,7.0,4157125.0,38440819.0,29099875.0,269085733.0
PASTA DE AMENDOIM SANTO ANTONIO PT 450G INTEGRAL,337511.0,7897685920289.0,D S A IND & COM LTDA- SANTO ANTONIO,,1.0,11946154.0,9540199.0,11946154.0,9540199.0
NECTAR TIAL 1L CAJU,334580.0,7896005302255.0,EBD LTDA - LIQUIDOS,,7.0,5.74,520905.0,40.18,3646335.0
MOTI DE SORVETE SMOTI 50G COCO,334802.0,7898639430731.0,HANAMI SOBREM (SMOTI SORVETES),,6.0,6102417.0,5601182.0,36614502.0,33607092.0
DESIDRATADO TRIGO ALVEJADO MACO C/ 120 HASTES UN NATURAL,334919.0,7893541334559.0,ALBANO - FLORES,,1.0,29.9,2175225.0,29.9,2175225.0
FN TAMARINDO BD 300GR,334902.0,619205317891.0,CEASA (FRUTA NOBRE),,12.0,8.15,8.15,97.8,97.8
PROTEINA EM BARRA INTEGRALMEDICA 14 PROTEIN CRISP 45G PEANUT BUTTER,315724.0,7896311710348.0,LOURENCO DIST (SUPLEMENTOS),,15.0,6465833.0,5163579.0,96987495.0,77453685.0
VASSOURA ALKLIN DENTRO E FORA UN C/CABO,335122.0,7897750779118.0,SCHWANKE INDUSTRIAL - ALKLIN,,7.0,10070984.0,8042662.0,70496888.0,56298634.0
PANO ALKLIN LIMPEZA LEVE C/5UN VERDE,335139.0,7897750771822.0,SCHWANKE INDUSTRIAL - ALKLIN,,31.0,4942353.0,3946963.0,153212943.0,122355853.0
REQUEIJAO POCOS DE CALDAS 200G CHEDDAR,337641.0,7891097104800.0,LACTALIS - FRIOS PAS,,23.0,8.89,8.89,204.47,204.47
VINHO CHILENO KOYLE 750ML CARMENERE,317414.0,7804625900553.0,SETBRAS COMERCIO INT,,10.0,85588235.0,59197931.0,85588235.0,59197931.0
CERV BADEN BADEN GF 600ML PEACH,332116.0,7898230716753.0,HEINEKEN - SACOMA,,6.0,11454167.0,11454167.0,68725002.0,68725002.0
BATATA JACKER 100G ORIGINAL,335241.0,9556023211615.0,GREEN AGRONEGOCIOS,,46.0,836879.0,7732852.0,38496434.0,355711192.0
DES AERO ABOVE MEN 90G ELEMENTS OCEAN,332253.0,7899674027481.0,ROGE - BETH (USAR),,5.0,8520625.0,8520625.0,42603125.0,42603125.0
BATATA DOCE CUCINA PRIMA CX 400G,334400.0,7897027000280.0,VERDUREIRA,,1.0,11.0,11.0,11.0,11.0
MINI PALETA LOS LOS 7 BELO 65G FRAMBOESA,307828.0,7898958870430.0,DIST DE SUPERGELADOS (LOS LOS),,18.0,5.8,52635.0,104.4,94743.0
VINHO CHILENO MORANDE TERRARUM SINGLE ESTATE 750ML GEWURZTRAMINER BRANCO,317504.0,7804449015112.0,SETBRAS COMERCIO INT,,2.0,77.02,5181565.0,154.04,1036313.0
VINHO CHILENO KOYLE GRAN RESERVA 750ML CABERNET SAUVGNON,317418.0,7804625900003.0,SETBRAS COMERCIO INT,,29.0,62705.0,43646331.0,1818445.0,1265743599.0
PROTEINA DE SOJA PEDACO ESCURA 300G CAMPO VERDE,335433.0,7897303509186.0,CAMPO VERDE DISTR DE GENEROS ALIMEN LTDA,,1.0,7711.0,6157963.0,7711.0,6157963.0
FILEZINHO SASSAMI SADIA BIO CONG PC 1Kg,334882.0,7891515515324.0,BRF SADIA - ACOUGUE,,1.0,21.46,19957628.0,21.46,19957628.0
"CACHEPO ACRILICO BRULET 16CMX12,5CM C/PE DE MADEIRA UN ROSA",334912.0,7893541320842.0,ALBANO - FLORES,,1.0,15.4,112035.0,15.4,112035.0
SUCO VEGETAL ADES 1L AMENDOAS BAUNILHA,310144.0,7894900083507.0,DIPALMA COM DISTR E LOG PROD.ALIM LTDA,,23.0,11.6,11.6,266.8,266.8
MINI BROWNIE WICKBOLD DO FORNO 30G CHOCOLATE AO LEITE,310310.0,7896066307510.0,WICKBOLD,,30.0,269175.0,247715.0,807525.0,743145.0
COOKIES BELIVE S/GLUTEN 80G BAUNILHA & CHOCOLATE,310185.0,7898380411942.0,LOURENCO DIST (NATURAIS),,14.0,674925.0,6124944.0,944895.0,85749216.0
SORVETE LA BASQUE PT 500ML CHEESECAKE FRAMBOESA,309662.0,7896209256132.0,LA BASQUE - NOVO,,15.0,33975085.0,31094489.0,509626275.0,466417335.0
DCF CALDO VERDE Kg,310385.0,67490.0,,,16682.0,44100228.0,40020957.0,735680003496.0,667629604674.0
PE DE MOLEQUE SANTO ANTONIO CROKITO PC 140G,337486.0,7897685900182.0,D S A IND & COM LTDA- SANTO ANTONIO,,3.0,4801.0,386449.0,14403.0,1159347.0
CHOC LACTA 80G LAKA,333112.0,7622210674319.0,CABOCLO DISTRIBUIDOR LTDA,,5.0,4494152.0,4078443.0,2247076.0,20392215.0
SUPER PANO DE CHAO ALKLIN 60X 90CMA UN ZUL,335085.0,7897750777534.0,SCHWANKE INDUSTRIAL - ALKLIN,,31.0,4.81,3841266.0,149.11,119079246.0
IOG CORPUS GF 800G TRIPLO ZERO VITAMINA DE FRUTAS,337103.0,7891025124160.0,DANONE LTDA - IOGURTE,,15.0,11.77,11.77,176.55,176.55
PROTEINA EM BARRA NUTRATA HAVANNA PROTO BAR 70G BROWNIE,332860.0,7898599217274.0,LOURENCO DIST (SUPLEMENTOS),,11.0,11430427.0,9128277.0,125734697.0,100411047.0
QUICHE CATUPIRY 200G LORRAINE,321415.0,7896353302532.0,LATICINIOS CATUPIRY LTDA.,,12.0,12611667.0,11606192.0,151340004.0,139274304.0
PANO MULTIUSO ALKLIN PANOTEK REUTILIZAVEL ROLO C/50 UN BRANCO,335202.0,7897750789988.0,SCHWANKE INDUSTRIAL - ALKLIN,,37.0,10348509.0,8264319.0,382894833.0,305779803.0
PROTEINA EM BARRA NUTRATA WHEY GREGO 40G MORANGO C/CHANTILLY,315929.0,7898599212743.0,LOURENCO DIST (SUPLEMENTOS),,5.0,5800908.0,4632573.0,2900454.0,23162865.0
CAFE FAZENDA FLORESTA GRAOS 250G RESERVA,338066.0,7898996018641.0,JV MEIRELLES (FAZENDA FLORESTA),,14.0,27770889.0,25826871.0,388792446.0,361576194.0
CAFE SANTO GRAO 500G GRAOS SUL DE MINAS,335291.0,7898663950281.0,SANTO GRAO COMERCIAL,,8.0,53.72,49959599.0,429.76,399676792.0
TOMATE PELADO NOR FOODS LT 240G,319744.0,7898964064304.0,NOR IMPORT - MERCEARIA,,230.0,6882083.0,6327083.0,158287909.0,145522909.0
VINHO ARGENTINO TRIVENTO RESERVE 750ML MALBEC WHITE,325124.0,7798039599192.0,KING COM E IMP,,4.0,49929167.0,33983039.0,199716668.0,135932156.0
JG FACAS TRAMONTINA ULTRACORTE INOX C/3 PCS PRETO,324545.0,7891112068544.0,TRAMONTINA SUDESTE,,1.0,37919.0,28217424.0,37919.0,28217424.0
CERAMICA PORTA MANTEIGA UMAI UN,331205.0,101186.0,MARMORARIA MACHADO,,6.0,125.94,10264055.0,755.64,6158433.0
SUCO NATIVE ORGANICO 1L ACAI C/GUARANA,335031.0,7898206501604.0,NATIVE - MERCEARIA,,60.0,22.56,204732.0,1353.6,1228392.0
CEBOLA ADKO PALHA PC 70G TOQUE DE LIMAO,337315.0,7898667043026.0,ADKO,,21.0,5857222.0,5399347.0,123001662.0,113386287.0
VINHO URUGUAIO ALTOS DE JOSE IGNACIO RESERVA 750ML CABERNET FRANC,317524.0,7730951081645.0,SETBRAS COMERCIO INT,,6.0,88.59,59599591.0,531.54,357597546.0
VINHO PORTUGUES MANOELLA TAWNY RESERVA 750ML TINTO,332053.0,5600353700043.0,ADEGA ALENTEJANA,,1.0,120231667.0,82510238.0,120231667.0,82510238.0
AMENDOIM JAPONES SANTO ANTONIO PC 100G SUPER CROCANTE,337455.0,7897685916572.0,D S A IND & COM LTDA- SANTO ANTONIO,,12.0,4914167.0,4497146.0,58970004.0,53965752.0
PASTA DE AMENDOIM SANTO ANTONIO PT 500G ZERO BRIGADEIRO PROTEICO,337507.0,7897685919078.0,D S A IND & COM LTDA- SANTO ANTONIO,,2.0,18270667.0,14706827.0,36541334.0,29413654.0
VINHO ESPANHOL ADARAS CALIZO 750ML TINTO,318044.0,8437006260084.0,REAL - LA PASTINA - BEBIDAS,,6.0,80741667.0,54317646.0,484450002.0,325905876.0
AMENDOIM DOCE SANTO ANTONIO PRALINE PC 300G MANY CROCANTE,337498.0,7897685917890.0,D S A IND & COM LTDA- SANTO ANTONIO,,15.0,7148954.0,5754463.0,10723431.0,86316945.0
BEBIDA DE AVEIA NUDE 15G PROT CX 250ML CARAMELO/FLOR DE SAL,323884.0,7898968764132.0,BEBIDAS NUDE IND,,1.0,8.71,8.71,8.71,8.71
PE DE MOCA SANTO ANTONIO TABLETE 100G C/ CHOCOLATE,337587.0,7897685919719.0,D S A IND & COM LTDA- SANTO ANTONIO,,67.0,6894848.0,6380182.0,461954816.0,427472194.0
CEREAL MATINAL VITALIN 180G CHOC BALL,335195.0,7898568901593.0,VITALIN ALIMENTOS,,9.0,13.89,12605175.0,125.01,113446575.0
SUPLEM COPRA DERMOGENO 580MG PT 60 CAPS,326488.0,7898596082264.0,LOURENCO DIST (SUPLEMENTOS),,2.0,17.75,14175053.0,35.5,28350106.0
GELATINA VEGETAL PRONTA GELIALGAS C/3UN BD 210G LARANJA,307952.0,7898936866066.0,AGARGEL INDUSTRIA (GELIALGAS),,7.0,5.45,435237.0,38.15,3046659.0
PICADINHO VEGETAL SORA PRONTO&SAUDAVEL 300G AO MOLHO CASEIRO,304964.0,7898614670718.0,SORA ALIMENTOS LTDA,,6.0,10233571.0,8172474.0,61401426.0,49034844.0
"SORVETE DONA MUUH VEGANO 1,5L CREME",330610.0,609963322695.0,DONA MUUH VEGANA ALI,,7.0,17610673.0,16163982.0,123274711.0,113147874.0
KI TETA C/4UN CX 60G,304086.0,7896821910009.0,PARDINI COMERCIAL LT,,1.0,3.9,353925.0,3.9,353925.0
PACOCA AGTAL C/50UN PT 750G,322346.0,7896261401754.0,ENOVA FOODS S.A.,,1.0,13741.0,11060629.0,13741.0,11060629.0
QJ PRATO POLENGHI FAT kg,330444.0,1161.0,RAMARI - POLENGHI,,7474.0,4226012.0,37188652.0,31585213688.0,277947985048.0
MINI WAFFER BALOCCO CUBOS PC 125G LEITE,319752.0,8001100067964.0,NOR IMPORT - MERCEARIA,,17.0,12838333.0,11820833.0,218251661.0,200954161.0
SNACK DE PAO SIRIO PITA BREAD 45G TOMATE C/MANJERICAO,335957.0,7896073907994.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,1.0,3586164.0,3254444.0,3586164.0,3254444.0
SNACK DE PAO SIRIO PITA BREAD 45G ALECRIM 100% INTEGRAL,335959.0,7896073908014.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,23.0,3572957.0,3242458.0,82178011.0,74576534.0
TEMP AKIO 70G P/BOVINOS,336070.0,7896289952009.0,AKIO PRODUTOS ALIMENTICIOS LTD,,6.0,6964167.0,6427667.0,41785002.0,38566002.0
SORVETE LA BASQUE PT 500ML CHOCOLATE C/AMENDOAS,309646.0,7896209256491.0,LA BASQUE - NOVO,,13.0,33290465.0,31020199.0,432776045.0,403262587.0
CARTAO DE MENSAGENS 09X09CM UN,309125.0,100882.0,ALBANO EMB - ATUAL,,111.0,711626.0,526407.0,78990486.0,58431177.0
COND DOVE NUTRITIVE SOLUTIONS 400ML HIDRA LISO,311813.0,7891150075306.0,E-UB COMERCIO (PERFUMARIA),,4.0,25358356.0,25358356.0,101433424.0,101433424.0
NUGGETS SADIA VEG&TAL 275G TRADICIONAL,327544.0,7891515580827.0,BRF SADIA | PAS FRIOS,,19.0,915629.0,7312163.0,17396951.0,138931097.0
MOP ABRASIVO ALKLIN,338237.0,7897750781944.0,SCHWANKE INDUSTRIAL - ALKLIN,,12.0,14.13,11284218.0,169.56,135410616.0
COGUMELO SHITAKE SUHAI SECO PC 100G FATIADO,311904.0,7898644450427.0,SUHAI DISTRIBUIDORA,,3.0,2417578.0,23288126.0,7252734.0,69864378.0
PASTILHA VALDA SACHE 12G CLASSIC,335873.0,78906884.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,8.0,4621667.0,3690838.0,36973336.0,29526704.0
GERGELIM SESAMO REAL 170G MIX,326025.0,7898269631485.0,LOURENCO DIST (NATURAIS),,9.0,12.52,9998404.0,112.68,89985636.0
LIRIOS PT 16 ROSA,336649.0,7890291229142.0,HOLAMBRA - COMPRA,,13.0,18896154.0,1714826.0,245650002.0,22292738.0
BATATA PRINGLES 109G CREME E CEBOLA,336677.0,7896004006239.0,KOZZY LTDA - MERCEARIA,,8.0,10041954.0,100393.0,80335632.0,803144.0
*PIMENTA PRETA EM PO GRANEL KG,331390.0,101196.0,FTJ DISTRIB GRAOS E FARINACEAOS,,1.0,28.0,22360648.0,28.0,22360648.0
CACHEPOT ACRILICO STAR POTE 15 VERMELHO,331981.0,7893541324345.0,ALBANO - FLORES,,2.0,18.4,13386.0,36.8,26772.0
CHOC NESTLE CRUNCH 80G,327184.0,7891000369371.0,NESTLE MERCEARIA,,107.0,6505909.0,5904113.0,696132263.0,631740091.0
SUCO LIFE MIX KIDS 200ML MACA,336862.0,7898954360140.0,WNUTRI - LIFE MIX,,3.0,2308283.0,2094781.0,6924849.0,6284343.0
SUPLEM COPRA POLIVITAMINICO 700MG PT 60 CAPS,326500.0,7898596082615.0,LOURENCO DIST (SUPLEMENTOS),,1.0,25.37,19978723.0,25.37,19978723.0
DCF MARMITA DE STROGONOFF DE CARNE QUENTE UN,336927.0,67674.0,AUSS - RESFR/QUENTE,,1.0,18.9,1715175.0,18.9,1715175.0
CHA TRIBAL ORGANICO C/15 SAQ CAMOMILA/MELIS/MENT,338122.0,7898452103508.0,LOURENCO DIST (NATURAIS),,5.0,13.6,12342.0,68.0,61.71
BOLINHO MUFFIN BELIVE S/GLUTEN 40G BANANA C/CANELA E CHIA,316646.0,7898380410945.0,LOURENCO DIST (NATURAIS),,7.0,3962333.0,3595817.0,27736331.0,25170719.0
SALADA AMERICANA VERDUREIRA PC 200G,334387.0,7897027000044.0,VERDUREIRA,,2.0,9.79,9.79,19.58,19.58
PEGADOR DE MACARRAO OIKOS SILICONE UN VERDE,335709.0,7908192520708.0,GRUPO ECOA - OIKOS,,5.0,20931667.0,19465542.0,104658335.0,9732771.0
VINHO CHILENO LOS VASCOS 750ML ROSE,336693.0,7804360000396.0,MISTRAL,,30.0,82888033.0,57785618.0,248664099.0,173356854.0
VINHO CHILENO LAPOSTOLLE GRAND SELECTION 750ML SAUVIGNON BLANC,336716.0,7804387001024.0,MISTRAL,,11.0,118934737.0,81546613.0,1308282107.0,897012743.0
