0,1,2,3,4,5,6,7,8,9
Relatório de Consulta de Valor Total de Estoque,,,,,,,,,
25/06/2025 14:34:10,,,,,,,,,
Filtros:,,,,,,,,,
Tipo de estoque: Comercial,,,,,,,,,
Rede: LOJA PRINCIPAL,,,,,,,,,
Loja: LJ-03  SANTA CRUZ,,,,,,,,,
Data: 31/05/2025,,,,,,,,,
Setor de Compra: Todos,,,,,,,,,
Tipo de estoque: Venda,,,,,,,,,
Departamento: Todos,,,,,,,,,
Seção: Todos,,,,,,,,,
Grupo: Todos,,,,,,,,,
Subgrupo: Todos,,,,,,,,,
Agrupar por: Produto,,,,,,,,,
Ordem: Ascendente,,,,,,,,,
Status do Produto: Todos,,,,,,,,,
Tipo de Produto: Venda Insumo Embalagem Consumo Subproduto Produto Acabado,,,,,,,,,
Venda Externa: Todos,,,,,,,,,
Despreza os produtos sem estoque: Sim,,,,,,,,,
Aplicar movimentos extemporâneos: Não,,,,,,,,,
Produto,,,Fornecedor,,,,,,
PIZZA POP VEGAN 210g MARGUERITA S/ TRIGO,357026.0,7892468123680.0,POP VEGAN FOOD INDUS,,12.0,11.84,107448.0,142.08,1289376.0
BATATA PRATIC LEVE ONDULADA 80g CEBOLA,355497.0,7896422001106.0,JDC DISTRIBUIDORA DE,,15.0,4985.0,4523888.0,74775.0,6785832.0
HIG ALFACE CROCANTE VERDUREIRA VER O VERDE PC 120GR,356646.0,7897027006749.0,VERDUREIRA,,5.0,4.69,4.69,23.45,23.45
CACHEPOT VINTAGE FLOR DE ALGODAO GD UN VERDE CHA,342090.0,7893541342998.0,ALBANO EMBALAGENS -60576311002330,,3.0,2.68,1994322.0,8.04,5982966.0
PAO DE FORMA BELIVE S/GLUTEN 400Gr MULTIGRAOS C/CASTANHA DO PARA,344279.0,7898380411898.0,LOURENCO DIST (NATURAIS),,11.0,16597.0,15061778.0,182567.0,165679558.0
SACO LIXO DOVER PET PERFUMADO 50UN BRANCO,342924.0,7896082821090.0,ENGETECH COMERCIO E,,73.0,871218.0,854219.0,63598914.0,62357987.0
CREAM CHEESE IPANEMA 180G POTE,340951.0,7896114100612.0,NEOLAT COM DE LAT (IPANEMA QUEIJOS),,5.0,6240556.0,5491651.0,3120278.0,27458255.0
SACO XADREZ 45X70 PRATA,346672.0,7898947871448.0,SCHWANKE INDUSTRIAL - ALKLIN,,22.0,5649733.0,4204248.0,124294126.0,92493456.0
NATA CANTO DE MINAS PT 300G,343439.0,7896629670211.0,CANTO DE MINAS,,11.0,9.92,90024.0,109.12,990264.0
PROTEINA DE SOJA PEDACO SUHAI 200G ESCURA,341631.0,7898644450748.0,SUHAI DISTRIBUIDORA,,2.0,44075.0,3807321.0,8815.0,7614642.0
REQUEIJAO CATUPIRY 150G COPO LACTOZERO,342124.0,7896353302204.0,LATICINIOS CATUPIRY LTDA.,,44.0,7000222.0,7000222.0,308009768.0,308009768.0
SACO LIXO RECICLADO DOVER ROLL 50L PRETO,342914.0,7896082823391.0,ENGETECH COMERCIO E,,41.0,167156.0,15547769.0,6853396.0,637458529.0
ESCOVA DENTAL COLGATE MACIA 2UN ZIG ZAG INF CARVAO,342636.0,7509546673042.0,DISPLOKI LTDA - PERFUMARIA/LIMP,,8.0,9485833.0,9485833.0,75886664.0,75886664.0
"CAIXA DISPLAY ENCANTO DO NOEL 27,5CMX11,5CMX18,5CM UN BARBANTE/VERMELHO",342095.0,7893541345746.0,ALBANO EMBALAGENS -60576311002330,,3.0,9.95,7404293.0,29.85,22212879.0
SACO LIXO PRATICA 30L,346970.0,7898644830199.0,DISTR - NOVA PRESTO,,1.0,3513535.0,3188533.0,3513535.0,3188533.0
BARRA DE PROTEINA VEGANA HOLY NUTS 45G COOKIES N CREAM,344494.0,630941381106.0,HOLY NUTS COMERCIO D,,2.0,7.1,630305.0,14.2,126061.0
BISC DE ARROZ INTEGRAL TASTE 60G COCO,345598.0,7896573379079.0,LOURENCO DIST (NATURAIS),,11.0,10706982.0,9716586.0,117776802.0,106882446.0
AGUA TONICA PETRA LT 350ml ORIGINAL,344631.0,7897395000455.0,AMBEV ATUAL,,12.0,2598333.0,2598333.0,31179996.0,31179996.0
WAFER TRENTO SPECIALE 26G AVELA/BRANCO,344903.0,7896306623660.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,2.0,2665833.0,2419244.0,5331666.0,4838488.0
FIGADO FRANGO PERDIGAO CONG 1Kg,346191.0,7891515531331.0,BRF SADIA - ACOUGUE,,14.0,3870375.0,3838829.0,5418525.0,53743606.0
CRISPY QUINOA REPEAT 50g CARAMELO E FLOR DE SAL,348578.0,7898642110910.0,KALENA FOOD (REPEAT) - NATURAIS,,1.0,9806752.0,9075077.0,9806752.0,9075077.0
DOF MINI DONUTS UN,347625.0,27017.0,MELHOR BOCADO,,290.0,1461701.0,1345167.0,42389329.0,39009843.0
GRANOLA MAE TERRA 250G BANANA E CACAU,345049.0,7896496972203.0,MAE TERRA,,4.0,9737692.0,7794034.0,38950768.0,31176136.0
PAO TIPO TORTILHA RAP10 POUCH 198G TAPIOCA,348124.0,7896002304832.0,BIMBO DO BRASIL LTDA (MATRIZ),,10.0,8797059.0,7025283.0,8797059.0,7025283.0
BARRA FRUTAS FRUTALALA BANANA BRASIL 22g MACA/MORANGO,348828.0,7896798604079.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,13.0,34475.0,34475.0,448175.0,448175.0
VINHO CHILENO VIU MANENT SECRETO 750ml MALBEC,346890.0,7804314945629.0,KING COM E IMP,,7.0,71175476.0,48443808.0,498228332.0,339106656.0
BALA JELLY SWEET ALGAS 200G FRUTAS,13962.0,7896058014105.0,DISTRIBUIDORA TAKAKI,,16.0,12.45,9942502.0,199.2,159080032.0
CHANTILLY VIGOR TRAD 250G SPRAY,223724.0,7891999015228.0,VIGOR ALIMENTOS S.A. - QUEIJOS/VIGOR/DAN,,10.0,32.79,24400679.0,327.9,24400679.0
PALMITO PALMEIRA REAL MUPIA 300g TOLETE,350084.0,7898930500119.0,UANTERNUN COMERCIO (KALLI),,55.0,19331829.0,17543635.0,1063250595.0,964899925.0
MUKEBAR +MU 60g PACOQUITA,350010.0,619205830116.0,LOURENCO DIST (SUPLEMENTOS),,10.0,9191667.0,7340415.0,9191667.0,7340415.0
MAC BARILLA GLUTEN FREE 500g PENNE,348004.0,7898951850309.0,EBD LTDA - MERCEARIA,,12.0,1714116.0,15941345.0,20569392.0,19129614.0
SACO LIXO RESIST DOVER ROLL 50L PRETO,342920.0,7896082821120.0,ENGETECH COMERCIO E,,54.0,12531763.0,11656232.0,676715202.0,629436528.0
HIG MIX ESTACAO VERDUREIRA VER O VERDE PC 120GR,356648.0,7897027006725.0,VERDUREIRA,,1.0,5.49,5.49,5.49,5.49
PIZZA POP VEGAN 225g CALABRESA,357030.0,7892468123024.0,POP VEGAN FOOD INDUS,,10.0,10.47,9501525.0,104.7,9501525.0
FAROFA CASEIRISSIMA YOKI 200g COSTELINHA DEFUMADA,350406.0,7891095911684.0,YOKI DISTRIBUIDORA (USAR),,5.0,4866189.0,3886112.0,24330945.0,1943056.0
SUPLEM +MU WHEY PROTEIN SACHE 35g CHOCOLATE C/ COCO,350263.0,40141135636.0,LOURENCO DIST (SUPLEMENTOS),,5.0,7951333.0,6349891.0,39756665.0,31749455.0
BARRA PROTEINA BOLD 60g BANOFFEE,350504.0,618341870093.0,LOURENCO DIST (SUPLEMENTOS),,11.0,94825.0,7572673.0,1043075.0,83299403.0
BALA MARUE 75g TANGERINA,350950.0,4902987035326.0,YAMATO,,3.0,15075.0,1133959.0,45225.0,3401877.0
SNACK CHEEZ IT SNAPD 75g NACHO EXPLOSION,351056.0,7896004010113.0,DISPLOKI LTDA - MERCEARIA,,3.0,4239626.0,3847461.0,12718878.0,11542383.0
BN SEMENTE DE CHIA GRANEL kg,354564.0,38584.0,BENASSI - ANHANGUERA,,3672.0,47999643.0,38332254.0,176254689096.0,140756036688.0
QJ BRIE SAO VICENTE 115g,349359.0,7896926700048.0,SAO VICENTE FILIAL (USAR),,8.0,8.97,7163442.0,71.76,57307536.0
LOMBO DE BACALHAU DESSALGADO SE7E MARES 800g,352286.0,7898972937041.0,HORTA VITAE - PEIXES,,33.0,97391304.0,97391304.0,3213913032.0,3213913032.0
BISC DOCE CROCANTE ALIMENTOS 250g GERGELIM,356336.0,7898953685015.0,CROCANTE ALIMENTOS I,,20.0,1574375.0,14425625.0,314875.0,2885125.0
BN AZEITONA VERDE C/ CAROCO kg,354612.0,39255.0,BENASSI - ANHANGUERA,,21.21,18884141.0,15222139.0,40053263061.0,32286156819.0
LEITE L V LEITISSIMO 1L INTEGRAL ZERO LACTOSE,354887.0,7898939247022.0,DELICARI - MERCEARIA,,129.0,9209619.0,9209619.0,1188040851.0,1188040851.0
SNACK DE ARROZ CROCANTE JAPONES REPEAT 50g SHOYU,349608.0,7898642111016.0,KALENA FOOD (REPEAT) - NATURAIS,,13.0,5742751.0,5306805.0,74655763.0,68988465.0
DOF PAO 100% INTEGRAL DA SANTA UN,355164.0,39550.0,ACADEMIA DO PAO - EIRELI,,26.0,15425588.0,15425588.0,401065288.0,401065288.0
"COUVE FLOR SADIA VEG&TAL 1,05kg",348866.0,7891515551360.0,BRF SADIA | PAS FRIOS,,12.0,14172383.0,14172383.0,170068596.0,170068596.0
CERV SOL LN 330ml ZERO,352366.0,7896045507368.0,SPAL INDUSTRIA BRASILEIRA DE BEBIDAS - C,,31.0,4.85,4.85,150.35,150.35
DOF INSUMO MISTURA CREME RECHEIO 1kg,353984.0,7896412852060.0,IMPERIAL BAKERY - PADARIA,,1.0,22.17,19509467.0,22.17,19509467.0
TORTELLI DA SANTA 500g ABOBORA C/ QUEIJO,354122.0,7898719951217.0,LA FIRENZE,,3.0,14.75,14666417.0,44.25,43999251.0
CONCHIGLIONE DA SANTA 500g QUATRO QUEIJOS,354127.0,7898719950159.0,LA FIRENZE,,4.0,22.5,22.5,90.0,90.0
BN BISCOITO PALITO CAMARAO kg,354654.0,39507.0,BENASSI - ANHANGUERA,,4.36,24001937.0,21781758.0,10464844532.0,9496846488.0
BN PAPRICA DOCE kg,354775.0,39544.0,BENASSI - ANHANGUERA,,6.94,1600886.0,12793871.0,1111014884.0,8878946474.0
BISC AMANTEIGADO DAUM 400g BELISCAO,351198.0,3733730006079.0,AWAL - MERCEARIA,,10.0,9.9,898425.0,99.0,898425.0
CERV BADEN BADEN GF 600ML IPA,208469.0,7898230715558.0,HEINEKEN - SACOMA,,1.0,11453809.0,11453809.0,11453809.0,11453809.0
MUFFIN ORGANICO SUAVIPAN 40g BANANA,349730.0,7898115900338.0,GRANADO - NATURAIS,,5.0,38025.0,3450769.0,190125.0,17253845.0
PEPINO EM CONSERVA GDM VD 300g,351264.0,7898665670279.0,UANTERNUN COMERCIO (KALLI),,21.0,12.5,1134375.0,262.5,23821875.0
IOGURTE CANTO DE MINAS 130G MORANGO CHOCOBALLS,340761.0,7896629642386.0,CANTO DE MINAS,,20.0,3.19,3.19,63.8,63.8
"BN AMENDOIM BENASSI 1,010kg TOR SALG S/ PELE",352724.0,7898598189947.0,BENASSI - FRUTAS SECAS,,5.0,174325.0,139215.0,871625.0,696075.0
SUCO CAMPO LARGO 900ML MANGA E MACA,352750.0,7896931615795.0,GRANADO - LIQUIDA,,30.0,10.97,9955275.0,329.1,29865825.0
RAVIOLLI MASSA VERDE DA SANTA 250g MOZZARELA,354123.0,7898719950296.0,LA FIRENZE,,4.0,9.68,9.68,38.72,38.72
BN PIMENTA CALABRESA kg,354781.0,39547.0,BENASSI - ANHANGUERA,,7728.0,39366878.0,32434707.0,304227233184.0,250655415696.0
SEMENTE DE LINHACA DOURADA SUHAI PC 200G,341638.0,7898644451332.0,SUHAI DISTRIBUIDORA,,2.0,2929224.0,250141.0,5858448.0,500282.0
ARROZ AURORA BEM LEVE 110G 11 GRAOS C/CENOURA,342430.0,7891164021313.0,SEARA - BALCAO/PAS,,1.0,4434757.0,3541572.0,4434757.0,3541572.0
FARINHA FLOCADA P/ EMPANAR ROMARIZ 1Kg PANKO,341463.0,7896228329992.0,G L A APOIO ADMINISTRATIVO E REPRESENTAC,,6.0,16.5,1317681.0,99.0,7906086.0
PACOCA C/ WHEY HOLY NUTS 27g COBERTO C/ CHOCOLATE,349437.0,630941381113.0,HOLY NUTS COMERCIO D,,4.0,3.8,3084419.0,15.2,12337676.0
QJ PARMESAO PRESIDENT 180G CILINDRO,343616.0,7891097104619.0,J.OVIDIO COM. DE ALIMENTOS LTD,,5.0,23.27,2047746.0,116.35,1023873.0
BARRA DE NUTS BANANA BRASIL 50g FRUTAS,352062.0,7896798603997.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,19.0,7.14,647955.0,135.66,12311145.0
FARINHA DE AVEIA FINA GRANOLEVIS 500G,344743.0,7898335130218.0,LIFENATURIS PRODUTOS,,20.0,4.29,3425994.0,85.8,6851988.0
SEQUILHO PORTO ALEGRE 100G TRADICIONAL,342295.0,7898950172105.0,DIDAN COMERCIO (KARI KARI),,45.0,2.75,2495625.0,123.75,112303125.0
BEBIDA ORGANICA PODER DA TERRA 200ml LIMONADA,347892.0,7898954360836.0,WNUTRI - LIFE MIX,,41.0,1684079.0,1530714.0,69047239.0,62759274.0
IOGURTE CANTO DE MINAS 480G TRIPLO ZERO PROTEICO PESSEGO,340766.0,7896629642195.0,CANTO DE MINAS,,12.0,7.7,7.7,92.4,92.4
EMPANADA CATUPIRY 180G CALABRESA,342118.0,7896353302464.0,LATICINIOS CATUPIRY LTDA.,,6.0,11492228.0,10575987.0,68953368.0,63455922.0
BARRA PROTEINA GOLDKO 50G CHOCOLATE BRANCO + COOKIES + MARSHMALLOW,342188.0,7899930901760.0,NEBO DIST DE ALIMENTOS(GOLDKO),,2.0,11611749.0,9273079.0,23223498.0,18546158.0
NUGGETS SADIA 700G FRANGO,341794.0,7891515486846.0,BRF SADIA | BALCAO FRIOS,,11.0,15767381.0,14523639.0,173441191.0,159760029.0
CACHEPOT VINTAGE MISS PEQ UNBARBANTE/OURO,342099.0,7893541343247.0,ALBANO EMBALAGENS -60576311002330,,10.0,1.89,1406444.0,18.9,1406444.0
MOELA KORIN BD CONG 600G,346345.0,7893753603290.0,KORIN - ACOUGUE,,12.0,8.0,8.0,96.0,96.0
SORVETE JUNDIA COPO PREMIUM 400G BELGA,341429.0,7898036493827.0,JUNDIA SORVETES,,1.0,29538333.0,27272083.0,29538333.0,27272083.0
CAPA P/ROUPAS JUNY L 61X115CM UN,341831.0,7898021070514.0,JUNY MERCANTIL LTDA.- ME,,9.0,5.15,4553948.0,46.35,40985532.0
ESC DENTAL CLOSE UP DEEP CLEAN MEDIA,341868.0,8710908853302.0,E-UB COMERCIO (PERFUMARIA),,1.0,50.16,50.16,50.16,50.16
CREME DE RICOTA CANTO DE MINAS 180G TRADICIONAL,343437.0,7896629670181.0,CANTO DE MINAS,,16.0,5.19,4144706.0,83.04,66315296.0
MINI PALETA LOS LOS 65G MINI SAIA,343655.0,7898969391351.0,DIST DE SUPERGELADOS (LOS LOS),,7.0,4.0,3.63,28.0,25.41
PALHA SEDA 100G OURO,344130.0,7893541263828.0,ALBANO EMB - ATUAL,,6.0,6.19,6.19,37.14,37.14
NIKUMAN LONG WAY KUNG FU PANDA 240G FRANGO C/ REQUEIJAO,344793.0,7898015781525.0,LONG WAY INDUSTRIA,,21.0,9912677.0,9043888.0,208166217.0,189921648.0
CERV AMSTEL LT 350ML LAGER SLEEK,342608.0,7896045506934.0,HEINEKEN - SACOMA,,413.0,3194144.0,3194144.0,1319181472.0,1319181472.0
"BATATA CANOA SADIA CONG PC 1,05KG",343553.0,7891515547240.0,BRF SADIA | PAS FRIOS,,21.0,18587499.0,14843875.0,390337479.0,311721375.0
PATE MARAVILHA PT 120G ALHO PORO,341315.0,7898957142255.0,PATE MARAVILHA - PAS,,4.0,10.11,92775.0,40.44,37.11
TORTILLA CHIPS BELIVE 50G QUEIJO NACHO,344662.0,7898380412581.0,LOURENCO DIST (NATURAIS),,7.0,6.89,6252675.0,48.23,43768725.0
DES AERO GIOVANNA BABY 150ML BLUE PACK C/2,343690.0,7896044999492.0,PRO NOVA DISTRIBUIDO,,1.0,20315714.0,20315714.0,20315714.0,20315714.0
PALMITO DE PUPUNHA EM CONSERVA VALE FERTIL VD 300G,341340.0,7896272006511.0,VALE FERTIL IND.ALIMENTICIAS L,,7.0,20.42,1853115.0,142.94,12971805.0
SORVETE ROCHINHA PT 150ML COCO C/DOCE DE LEITE,244452.0,7898573459225.0,SORVETES ROCHINHA,,16.0,9307984.0,845087.0,148927744.0,13521392.0
SUCO NATIVE ORGANICO 200ML GOIABA,345363.0,7898206501505.0,NATIVE - MERCEARIA,,19.0,3.19,3.19,60.61,60.61
BARRA PROTEINA CUPS PINATI 42G COOKIES AND CREAM,345197.0,7898665681824.0,SUPER SAUDE NUTRICIO (PINATI),,75.0,9.0,7187351.0,675.0,539051325.0
AVEIA GRANOLEVIS 400G FLOCOS GRAUDOS,344739.0,7898335133172.0,LIFENATURIS PRODUTOS,,44.0,6484509.0,513179.0,285318396.0,22579876.0
VINHO NACIONAL AURORA VARIETAL 750ML MARSELAN,346224.0,7891141036392.0,COOPERATIVA VINICOLA AURORA LTDA,,8.0,20249167.0,16419881.0,161993336.0,131359048.0
VINHO CHILENO VIU MANENT SECRETO 750ml CARMENERE,346891.0,7804314945636.0,KING COM E IMP,,7.0,71175476.0,48443808.0,498228332.0,339106656.0
KIT DES ROLL ON FEM C/2 GIOVANNA BABY 50ML CHERRY,345144.0,7896044963530.0,GIANINA SAO PAULO DI,,5.0,7.89,7.89,39.45,39.45
MAC N CHEESE SADIA 300G CARNE SUINA BARBECUE,346198.0,7891515620899.0,BRF SADIA | PAS FRIOS,,2.0,8236855.0,8236855.0,1647371.0,1647371.0
FARINHA DE MANDIOCA ORGANIC 500G BRANCA,346417.0,7898941084400.0,HEVEA FOODS,,12.0,7598205.0,7598205.0,9117846.0,9117846.0
MOEDOR VILLA CERRONI 50g PIMENTA BRANCA,347235.0,7899802203084.0,VILLA CERRONI,,2.0,18.02,14390674.0,36.04,28781348.0
MAC INST NONG SHIM 67G VEGGIE LAMEN,346324.0,8801043028127.0,OKF,,43.0,6.65,6.65,285.95,285.95
BARRA PROTEINA BOLD 60g PAO DE MEL,350523.0,618231302932.0,LOURENCO DIST (SUPLEMENTOS),,11.0,9838125.0,7856673.0,108219375.0,86423403.0
BARRA FRUTAS SUPINO ZERO BANANA BRASIL 72g BANANA/AMEIXA,352219.0,7896798603980.0,A.T. DISTRIBUIDORA (A T DISTRIBUIDORA),,37.0,7207297.0,7207297.0,266669989.0,266669989.0
LUVA BORRACHA P/ COZINHA 3M SCOTCH BRITE TAM G LIMAO ROSA,352221.0,21200510038.0,DISPLOKI LTDA - PERFUMARIA/LIMP,,9.0,154575.0,11502699.0,1391175.0,103524291.0
ROLINHO PRIMAVERA TZUKURI 250g CARNE C/ LEGUMES,353324.0,630941407868.0,TZUKURI ALIMENTOS LT,,12.0,20610209.0,20610209.0,247322508.0,247322508.0
BN CASTANHA PARA C/ CASCA kg,354538.0,38539.0,BENASSI - ANHANGUERA,,60.0,1394363.0,1227031.0,8366178.0,7362186.0
NINHO PETIT C/ 4 UN 240g MACA E BANANA,354555.0,7891000399415.0,QUALY REFRIGERADOS (NESTLE IOGURTE),,20.0,5135.0,4518769.0,102.7,9037538.0
SNACK DE ARROZ CROCANTE JAPONES REPEAT 50g QUEIJO,349604.0,7898642110996.0,KALENA FOOD (REPEAT) - NATURAIS,,21.0,5732222.0,5297076.0,120376662.0,111238596.0
COENTRO EM PO VILLA CERRONI 70g,347430.0,7899802200175.0,VILLA CERRONI,,11.0,7425.0,5929565.0,81675.0,65225215.0
BATATA PRINGLES 105g LEMON PEPPER,352844.0,7896004010465.0,KOZZY LTDA - MERCEARIA,,1.0,10715233.0,9724074.0,10715233.0,9724074.0
"SOBRECOXA PERDIGAO ASSA FACIL CONG 1,2kg TEMPERADA",358926.0,7891515472771.0,BRF PERDIGAO | PERDIGAO PAS/BALCAO FRIOS,,17.0,12166944.0,11325968.0,206838048.0,192541456.0
MIX SEMENTES A SEMENTERIA POUCH 150G ZERO ACUCAR,360244.0,7898966696145.0,A SEMENTERIA COM ALIM,,6.0,18623333.0,16341965.0,111739998.0,9805179.0
VASO A AMPUL CLARO D14 A25,359146.0,8711355805197.0,TER STEEGE - VASOS,,4.0,41748333.0,32015799.0,166993332.0,128063196.0
BANANA CHIPS GLA 50g SALGADA,360365.0,7898975489127.0,G L A APOIO ADMINISTRATIVO E REPRESENTAC,,32.0,3.5,3079979.0,112.0,98559328.0
SORVETE LOS LOS CUP 150ml OVOMALTINE,360132.0,7898969391573.0,DIST DE SUPERGELADOS (LOS LOS),,6.0,11.79,10699425.0,70.74,6419655.0
BOLACHA DA TERRINHA 250g COQUINHO,360354.0,7898960982268.0,G L A APOIO ADMINISTRATIVO E REPRESENTAC,,18.0,2.95,2355854.0,53.1,42405372.0
DOCE DE FEIJAO CASTELLA 200g YOOKAN VERDE,358931.0,7896175310081.0,CASTELLA INDUSTRIA,,3.0,12726667.0,11686667.0,38180001.0,35060001.0
FILE PEITO BIO SADIA CONG 1kg BANDEJA,359404.0,7891515515348.0,BRF SADIA - ACOUGUE,,66.0,17932727.0,16677293.0,1183559982.0,1100701338.0
VASO BRETAGNE BRANCO D15 A13,359156.0,8711355083229.0,TER STEEGE - VASOS,,1.0,39945.0,30900703.0,39945.0,30900703.0
QUEIJADINHA ROLETO DOCES 220g,360527.0,736532487629.0,ROLETO DOCES,,5.0,12.0,12.0,60.0,60.0
PAO WICKBOLD PAO DO FORNO BRIOCHE 450g,360004.0,7896066301488.0,WICKBOLD,,8.0,9575.0,8729025.0,76.6,698322.0
SAC COGUMELO FUNGI 200GR PARIS,359764.0,7898994893516.0,DA FEIRA DSCD - LEGUMES,,1.0,8.7,8.7,8.7,8.7
BISC POLVILHO BISCOVILHO 80g PALITINHOS QUEIJO,359826.0,7898097130273.0,G L A APOIO ADMINISTRATIVO E REPRESENTAC,,53.0,3.3,2635362.0,174.9,139674186.0
CORACAO ALCATRA Kg,311.0,5012.0,IRMAOS GONCALVES COM E IND LTDA,,217848.0,3716178.0,3619738.0,809561944944.0,788552683824.0
FOSFORO FIAT LUX EXTRA LONGO C/50UN,361.0,7896007941254.0,SDB COMERCIO (DIPALMA NOVO),,11.0,2628147.0,1955736.0,28909617.0,21513096.0
FN LARANJA PERA kg,109.0,1.0,DA FEIRA DSCD - FRUTAS,,163572.0,5930958.0,5930958.0,970138661976.0,970138661976.0
ATUM GOMES COSTA LT 170G PEDACOS AO OLEO,823.0,7891167011717.0,SDB COMERCIO (DIPALMA NOVO),,13.0,8.71,7904325.0,113.23,102756225.0
SAC PIMENTAO AMARELO kg,568.0,524.0,DA FEIRA DSCD - LEGUMES,,38782.0,11607104.0,11607104.0,450146707328.0,450146707328.0
FN LARANJA SELETA kg,599.0,21.0,COMERCIAL AGRICOLA DE IRMAOS BARDINI,,116626.0,5442975.0,5442975.0,63479240235.0,63479240235.0
BISTECA SUINA COPA Kg,1012.0,5517.0,,,34867.0,13474567.0,13474567.0,469817727589.0,469817727589.0
MOLHO SALADA CASTELO 236ML LIMAO,1045.0,7896048282354.0,CASTELO ALIMENTOS S/A,,32.0,6710994.0,6193971.0,214751808.0,198207072.0
BISC HOJALMAR 150G LARGUITA,1100.0,7793450000159.0,CASA FLORA LTDA - MERC SECA,,24.0,9054444.0,8216908.0,217306656.0,197205792.0
PAO WICKBOLD 100% NUTRICAO INTEGRAL 400G GIRASSOL/CASTANHA,1379.0,7896066336381.0,WICKBOLD,,15.0,8272222.0,7532222.0,12408333.0,11298333.0
PAO WICKBOLD HAMBURGUER 200G,1391.0,7896066310923.0,WICKBOLD,,3.0,7134203.0,6508903.0,21402609.0,19526709.0
BISNAGUINHA PANCO ORIGINAIS 300G,1299.0,7891203010605.0,LUA NOVA (PANCO),,42.0,6534575.0,594905.0,27445215.0,2498601.0
MAC MEZZANI 500g UDON 4,1499.0,7896216100213.0,MEZZANI MASSAS ALIMENTICIAS LT,,16.0,8.46,7867834.0,135.36,125885344.0
SAC CENOURA/VAGEM BD kg,2142.0,9282.0,,,4676.0,8646225.0,8646225.0,404297481.0,404297481.0
BLANQUET PERU SADIA LIGHT  Kg,4134.0,3958.0,BRF SADIA | BALCAO FRIOS,,6082.0,39415251.0,36275935.0,239723556582.0,22063023667.0
FN ATEMOIA kg,2728.0,1015.0,CEASA (FRUTA NOBRE),,15297.0,10154311.0,10154311.0,155330495367.0,155330495367.0
LING ROCCA FRANGO FINA Kg,3179.0,5567.0,FRIGORIFICO ROCCA LTDA.,,6736.0,23848.0,217205.0,160640128.0,146309288.0
HIDRO ALFACE FREELICE VERDE UN,2822.0,2507.0,KURAMOTO AGRO COMERCIAL,,54.0,3282464.0,3282464.0,177253056.0,177253056.0
CHOC M&MS TUBO 30G,2747.0,7896423419276.0,CRK - MERCEARIA,,50.0,3648845.0,3311326.0,18244225.0,1655663.0
ANTHURIUM PT 17,48090.0,8708.0,HOLAMBRA - COMPRA,,12.0,19.75,17923125.0,237.0,2150775.0
FN MARACUJA DOCE kg,2100.0,1065.0,SOL BRILHANTE COMERCIO,,8.87,12217128.0,12217128.0,10836592536.0,10836592536.0
FILE MIGNON BOVINO Kg,3220.0,5021.0,IRMAOS GONCALVES COM E IND LTDA,,81772.0,71616226.0,68878605.0,5856202032472.0,563234128806.0
PIG BEEF CERATTI FAT Kg,4106.0,3879.0,CLEAN FIELD (CERATTI) - BAL/PAS,,5276.0,64534797.0,58565327.0,340485588972.0,308990665252.0
KETCHUP HEINZ 397G TRADICIONAL,2394.0,7896102503708.0,SDB COMERCIO (DIPALMA NOVO),,15.0,11786274.0,10696043.0,17679411.0,160440645.0
SAC PEPINO JAPONES FATIADO kg,3398.0,9346.0,,,3159.0,3908685.0,3908685.0,12347535915.0,12347535915.0
MUPY L V 200ML MARACUJA,4010.0,7896293808118.0,HYDE,,49.0,2.19,2.19,107.31,107.31
SAC PICADINHO LEGUMES VACUO KG,2566.0,9246.0,CEASA (FEIRA LIMPA),,6414.0,6611488.0,6611488.0,42406084032.0,42406084032.0
FR CORACAO FRANGO Kg,2969.0,6604.0,LAR - ACOUGUE,,15.97,23.5,23.5,375295.0,375295.0
SAC QUIABO kg,2579.0,9204.0,DA FEIRA DSCD - LEGUMES,,1.65,9834101.0,9834101.0,1622626665.0,1622626665.0
FLOCOS DE AVEIA GROSSO GRANEL KG,3302.0,3789.0,FTJ DISTRIB GRAOS E FARINACEAOS,,5.04,8.0,6388756.0,40.32,3219933024.0
QJ MUSSARELA TIROLEZ LIGHT FAT Kg,4150.0,3443.0,LATICINIOS TIROLEZ  - BALCAO / PAS,,8992.0,52385738.0,46099135.0,471052556096.0,41452342192.0
ESPONJA SCOTCH BRITE INOX,3835.0,7891040112968.0,DISPLOKI LTDA - PERFUMARIA/LIMP,,12.0,726519.0,659316.0,8718228.0,7911792.0
HAMBURGUER SADIA 672G BOVINO,5711.0,7893000387096.0,BRF SADIA | PAS FRIOS,,9.0,14604143.0,13447355.0,131437287.0,121026195.0
INCENSO HORYUKO 200G,4630.0,7897333700034.0,BARAO KOBO,,6.0,26.9,20017635.0,161.4,12010581.0
CONS TAKAKI 200G LAKIO,4718.0,7896101500258.0,TAKAKI E CIA LTDA,,7.0,19315016.0,17794779.0,135205112.0,124563453.0
MARG LECO 200G EXTRA CREM S/ SAL,4732.0,7892999861204.0,VIGOR ALIMENTOS S.A. - QUEIJOS/VIGOR/DAN,,4.0,11.15,11.15,44.6,44.6
